chr	start	end	peakVal	strand	motif	sample_id	replicate	TF	genic
chrX	651383	651384	784	-	1	19442	rep2	abf1	False
chrX	159848	159849	301	-	1	19442	rep2	abf1	False
chrX	587511	587512	208	-	1	19442	rep2	abf1	False
chrX	295046	295047	123	+	1	19442	rep2	abf1	True
chrXVI	834413	834414	444	+	1	19442	rep2	abf1	False
chrXVI	746959	746960	418	-	1	19442	rep2	abf1	False
chrXVI	802087	802088	255	+	1	19442	rep2	abf1	False
chrXVI	215196	215197	362	+	1	19442	rep2	abf1	False
chrXVI	497842	497843	282	-	1	19442	rep2	abf1	False
chrXVI	919186	919187	251	-	1	19442	rep2	abf1	False
chrXVI	520467	520468	123	+	1	19442	rep2	abf1	False
chrII	394218	394219	475	+	1	19442	rep2	abf1	True
chrII	458530	458531	957	-	1	19442	rep2	abf1	False
chrII	136208	136209	1000	-	1	19442	rep2	abf1	True
chrII	337504	337505	188	-	1	19442	rep2	abf1	True
chrII	495474	495475	236	+	1	19442	rep2	abf1	False
chrII	651190	651191	171	+	1	19442	rep2	abf1	True
chrVII	609764	609765	382	+	1	19442	rep2	abf1	False
chrVII	277327	277328	528	-	1	19442	rep2	abf1	False
chrVII	383306	383307	287	+	1	19442	rep2	abf1	False
chrVII	939816	939817	196	+	1	19442	rep2	abf1	False
chrVII	397967	397968	83	-	1	19442	rep2	abf1	False
chrV	512336	512337	1000	-	1	19442	rep2	abf1	False
chrV	343366	343367	565	+	1	19442	rep2	abf1	True
chrV	167579	167580	485	+	1	19442	rep2	abf1	False
chrV	337775	337776	325	+	1	19442	rep2	abf1	False
chrIII	14602	14603	440	+	1	19442	rep2	abf1	False
chrIII	228889	228890	337	+	1	19442	rep2	abf1	False
chrXV	259758	259759	363	+	1	19442	rep2	abf1	False
chrXV	109488	109489	638	+	1	19442	rep2	abf1	True
chrXV	723438	723439	110	-	1	19442	rep2	abf1	True
chrXV	712692	712693	102	-	1	19442	rep2	abf1	False
chrVI	103817	103818	263	+	1	19442	rep2	abf1	True
chrVI	56160	56161	493	+	1	19442	rep2	abf1	False
chrVI	183315	183316	345	+	1	19442	rep2	abf1	True
chrI	29863	29864	765	+	1	19442	rep2	abf1	False
chrI	70954	70955	893	+	1	19442	rep2	abf1	False
chrIV	952729	952730	205	-	3	19442	rep2	abf1	False
chrII	145975	145976	1000	+	3	19442	rep2	abf1	False
chrXV	511422	511423	1000	-	3	19442	rep2	abf1	False
chrI	141788	141789	953	+	3	19442	rep2	abf1	False
chrIX	308078	308079	691	+	1	19997	rep3	abf1	False
chrXIV	355634	355635	123	+	1	19997	rep3	abf1	False
chrXI	339043	339044	66	-	1	19997	rep3	abf1	False
chrIV	836225	836226	1000	-	1	19997	rep3	abf1	False
chrIV	106975	106976	153	-	1	19997	rep3	abf1	True
chrXII	704584	704585	655	+	1	19997	rep3	abf1	True
chrXVI	339601	339602	1000	+	1	19997	rep3	abf1	False
chrXVI	118170	118171	1000	+	1	19997	rep3	abf1	False
chrXVI	431867	431868	351	+	1	19997	rep3	abf1	False
chrV	268523	268524	1000	-	1	19997	rep3	abf1	False
chrXV	978580	978581	222	-	1	19997	rep3	abf1	False
chrVI	95146	95147	96	+	1	19997	rep3	abf1	False
chrX	18977	18978	1000	-	1	12011	rep1	cin5	False
chrX	19002	19003	1000	-	1	12011	rep1	cin5	False
chrX	459534	459535	1000	+	1	12011	rep1	cin5	False
chrIX	18995	18996	1000	-	1	12011	rep1	cin5	False
chrIX	19020	19021	1000	-	1	12011	rep1	cin5	False
chrIX	138781	138782	1000	-	1	12011	rep1	cin5	False
chrXV	24751	24752	1000	-	1	12011	rep1	cin5	False
chrXV	24776	24777	1000	-	1	12011	rep1	cin5	False
chrXV	904445	904446	1000	+	1	12011	rep1	cin5	False
chrXV	383355	383356	1000	+	1	12011	rep1	cin5	False
chrXV	979342	979343	1000	-	1	12011	rep1	cin5	False
chrXV	912117	912118	1000	+	1	12011	rep1	cin5	True
chrXV	349129	349130	1000	+	1	12011	rep1	cin5	False
chrXV	424262	424263	1000	+	1	12011	rep1	cin5	False
chrXIV	301821	301822	1000	+	1	12011	rep1	cin5	False
chrXIV	462074	462075	1000	-	1	12011	rep1	cin5	False
chrXIII	432167	432168	1000	-	1	12011	rep1	cin5	False
chrXIII	915130	915131	1000	+	1	12011	rep1	cin5	False
chrXI	514257	514258	1000	-	1	12011	rep1	cin5	False
chrXI	356330	356331	1000	+	1	12011	rep1	cin5	True
chrVII	986941	986942	1000	-	1	12011	rep1	cin5	False
chrVII	968963	968964	1000	+	1	12011	rep1	cin5	False
chrVII	557639	557640	1000	+	1	12011	rep1	cin5	True
chrVII	483651	483652	1000	+	1	12011	rep1	cin5	False
chrVII	766365	766366	1000	-	1	12011	rep1	cin5	False
chrV	69597	69598	1000	+	1	12011	rep1	cin5	False
chrV	242134	242135	1000	+	1	12011	rep1	cin5	False
chrXVI	431911	431912	1000	+	1	12011	rep1	cin5	True
chrXVI	17094	17095	1000	+	1	12011	rep1	cin5	False
chrXII	390757	390758	1000	+	1	12011	rep1	cin5	False
chrXII	390729	390730	1000	+	1	12011	rep1	cin5	False
chrIV	1166581	1166582	1000	+	1	12011	rep1	cin5	False
chrIV	386731	386732	1000	-	1	12011	rep1	cin5	False
chrVI	131449	131450	1000	+	1	12011	rep1	cin5	False
chrVI	182092	182093	1000	-	1	12011	rep1	cin5	False
chrII	165386	165387	1000	-	2	12011	rep1	cin5	False
chrXV	216481	216482	1000	+	3	12011	rep1	cin5	False
chrXV	216461	216462	1000	+	3	12011	rep1	cin5	False
chrVII	856920	856921	1000	-	3	12011	rep1	cin5	False
chrVII	856918	856919	1000	-	3	12011	rep1	cin5	False
chrVII	856869	856870	1000	-	3	12011	rep1	cin5	False
chrXII	424177	424178	1000	-	3	12011	rep1	cin5	True
chrXII	737928	737929	1000	+	3	12011	rep1	cin5	False
chrXII	737920	737921	1000	+	3	12011	rep1	cin5	False
chrX	18953	18954	1000	-	1	17890	rep2	cin5	False
chrX	606490	606491	1000	-	1	17890	rep2	cin5	False
chrX	228341	228342	1000	-	1	17890	rep2	cin5	False
chrX	669405	669406	1000	+	1	17890	rep2	cin5	False
chrX	620472	620473	1000	+	1	17890	rep2	cin5	False
chrX	139366	139367	925	-	1	17890	rep2	cin5	True
chrX	294988	294989	1000	-	1	17890	rep2	cin5	True
chrX	442640	442641	632	-	1	17890	rep2	cin5	False
chrX	101250	101251	431	+	1	17890	rep2	cin5	True
chrX	294725	294726	423	+	1	17890	rep2	cin5	True
chrX	583493	583494	308	+	1	17890	rep2	cin5	True
chrX	260741	260742	205	+	1	17890	rep2	cin5	True
chrX	586395	586396	151	-	1	17890	rep2	cin5	True
chrX	725097	725098	126	+	1	17890	rep2	cin5	False
chrX	674641	674642	103	+	1	17890	rep2	cin5	True
chrX	664987	664988	102	-	1	17890	rep2	cin5	True
chrX	238405	238406	113	-	1	17890	rep2	cin5	True
chrIX	388400	388401	1000	+	1	17890	rep2	cin5	False
chrIX	18971	18972	1000	-	1	17890	rep2	cin5	False
chrIX	394912	394913	1000	+	1	17890	rep2	cin5	False
chrIX	102406	102407	1000	+	1	17890	rep2	cin5	False
chrIX	139041	139042	1000	-	1	17890	rep2	cin5	False
chrIX	240448	240449	804	+	1	17890	rep2	cin5	True
chrIX	271007	271008	713	-	1	17890	rep2	cin5	False
chrIX	130016	130017	473	-	1	17890	rep2	cin5	False
chrIX	223091	223092	408	+	1	17890	rep2	cin5	True
chrIX	366399	366400	371	+	1	17890	rep2	cin5	True
chrIX	26854	26855	164	+	1	17890	rep2	cin5	False
chrXV	671251	671252	1000	+	1	17890	rep2	cin5	False
chrXV	24727	24728	1000	-	1	17890	rep2	cin5	False
chrXV	892400	892401	1000	-	1	17890	rep2	cin5	False
chrXV	43505	43506	1000	+	1	17890	rep2	cin5	False
chrXV	770435	770436	1000	+	1	17890	rep2	cin5	False
chrXV	882273	882274	1000	-	1	17890	rep2	cin5	False
chrXV	109991	109992	1000	+	1	17890	rep2	cin5	False
chrXV	362845	362846	405	+	1	17890	rep2	cin5	True
chrXV	415524	415525	356	-	1	17890	rep2	cin5	True
chrXV	608485	608486	325	+	1	17890	rep2	cin5	False
chrXV	192527	192528	140	+	1	17890	rep2	cin5	True
chrXV	760980	760981	108	-	1	17890	rep2	cin5	True
chrXV	38435	38436	120	-	1	17890	rep2	cin5	False
chrXV	71857	71858	122	-	1	17890	rep2	cin5	True
chrXV	607886	607887	117	+	1	17890	rep2	cin5	True
chrXV	375985	375986	106	+	1	17890	rep2	cin5	False
chrXV	99541	99542	97	-	1	17890	rep2	cin5	False
chrXV	1064645	1064646	92	+	1	17890	rep2	cin5	False
chrXV	457476	457477	93	+	1	17890	rep2	cin5	True
chrXV	69850	69851	74	+	1	17890	rep2	cin5	True
chrXIV	303565	303566	823	-	1	17890	rep2	cin5	False
chrXIV	754880	754881	567	-	1	17890	rep2	cin5	True
chrXIV	240151	240152	539	-	1	17890	rep2	cin5	False
chrXIV	19540	19541	297	-	1	17890	rep2	cin5	True
chrXIV	781889	781890	241	-	1	17890	rep2	cin5	False
chrXIV	208610	208611	166	-	1	17890	rep2	cin5	True
chrXIV	310824	310825	104	+	1	17890	rep2	cin5	True
chrXIV	554723	554724	97	-	1	17890	rep2	cin5	True
chrXIV	45273	45274	99	+	1	17890	rep2	cin5	False
chrXIV	645823	645824	68	+	1	17890	rep2	cin5	True
chrXIII	37842	37843	1000	+	1	17890	rep2	cin5	False
chrXIII	10010	10011	1000	+	1	17890	rep2	cin5	False
chrXIII	30385	30386	1000	+	1	17890	rep2	cin5	False
chrXIII	427311	427312	1000	+	1	17890	rep2	cin5	True
chrXIII	759429	759430	1000	-	1	17890	rep2	cin5	False
chrXIII	267830	267831	572	+	1	17890	rep2	cin5	False
chrXIII	802761	802762	619	-	1	17890	rep2	cin5	False
chrXIII	382473	382474	355	-	1	17890	rep2	cin5	True
chrXIII	23953	23954	219	-	1	17890	rep2	cin5	False
chrXIII	837052	837053	195	-	1	17890	rep2	cin5	False
chrXIII	183756	183757	202	-	1	17890	rep2	cin5	False
chrXIII	168074	168075	85	+	1	17890	rep2	cin5	False
chrXIII	348617	348618	106	-	1	17890	rep2	cin5	False
chrXIII	551619	551620	99	-	1	17890	rep2	cin5	False
chrXIII	449112	449113	122	+	1	17890	rep2	cin5	False
chrXIII	898073	898074	82	+	1	17890	rep2	cin5	False
chrXIII	282797	282798	70	-	1	17890	rep2	cin5	False
chrXI	356210	356211	1000	-	1	17890	rep2	cin5	False
chrXI	230372	230373	1000	-	1	17890	rep2	cin5	False
chrXI	567531	567532	955	-	1	17890	rep2	cin5	False
chrXI	194867	194868	815	-	1	17890	rep2	cin5	True
chrXI	385633	385634	462	-	1	17890	rep2	cin5	False
chrXI	44365	44366	456	+	1	17890	rep2	cin5	True
chrXI	235985	235986	479	+	1	17890	rep2	cin5	False
chrXI	559112	559113	173	+	1	17890	rep2	cin5	False
chrXI	657819	657820	359	+	1	17890	rep2	cin5	False
chrXI	642901	642902	308	+	1	17890	rep2	cin5	False
chrXI	440170	440171	333	+	1	17890	rep2	cin5	False
chrXI	303247	303248	125	+	1	17890	rep2	cin5	False
chrXI	178073	178074	142	-	1	17890	rep2	cin5	True
chrXI	262593	262594	128	-	1	17890	rep2	cin5	True
chrXI	645610	645611	160	-	1	17890	rep2	cin5	False
chrXI	299305	299306	134	-	1	17890	rep2	cin5	False
chrII	342780	342781	1000	+	1	17890	rep2	cin5	False
chrII	101282	101283	1000	+	1	17890	rep2	cin5	False
chrII	292416	292417	806	-	1	17890	rep2	cin5	False
chrII	391671	391672	862	+	1	17890	rep2	cin5	False
chrII	254445	254446	351	-	1	17890	rep2	cin5	False
chrII	792689	792690	430	-	1	17890	rep2	cin5	False
chrII	623090	623091	388	+	1	17890	rep2	cin5	True
chrII	809028	809029	475	+	1	17890	rep2	cin5	True
chrII	798877	798878	283	-	1	17890	rep2	cin5	False
chrII	586440	586441	364	+	1	17890	rep2	cin5	True
chrII	466041	466042	318	+	1	17890	rep2	cin5	True
chrII	624862	624863	126	+	1	17890	rep2	cin5	False
chrII	7995	7996	147	+	1	17890	rep2	cin5	False
chrVII	682352	682353	1000	+	1	17890	rep2	cin5	False
chrVII	884532	884533	1000	+	1	17890	rep2	cin5	True
chrVII	323488	323489	1000	+	1	17890	rep2	cin5	False
chrVII	780643	780644	1000	+	1	17890	rep2	cin5	True
chrVII	977779	977780	1000	-	1	17890	rep2	cin5	False
chrVII	631698	631699	846	+	1	17890	rep2	cin5	True
chrVII	842765	842766	863	-	1	17890	rep2	cin5	False
chrVII	785910	785911	922	+	1	17890	rep2	cin5	False
chrVII	23609	23610	826	-	1	17890	rep2	cin5	False
chrVII	809719	809720	470	-	1	17890	rep2	cin5	False
chrVII	489533	489534	399	+	1	17890	rep2	cin5	False
chrVII	757758	757759	195	-	1	17890	rep2	cin5	False
chrVII	1080277	1080278	396	+	1	17890	rep2	cin5	True
chrVII	546614	546615	199	-	1	17890	rep2	cin5	True
chrVII	511540	511541	135	-	1	17890	rep2	cin5	False
chrVII	40716	40717	151	-	1	17890	rep2	cin5	True
chrVII	879862	879863	107	-	1	17890	rep2	cin5	False
chrVII	889352	889353	74	+	1	17890	rep2	cin5	True
chrVII	994139	994140	104	+	1	17890	rep2	cin5	False
chrVII	128999	129000	110	-	1	17890	rep2	cin5	True
chrVII	907729	907730	106	-	1	17890	rep2	cin5	True
chrIII	132011	132012	835	+	1	17890	rep2	cin5	False
chrIII	77970	77971	529	+	1	17890	rep2	cin5	False
chrIII	74165	74166	594	+	1	17890	rep2	cin5	False
chrIII	169288	169289	446	+	1	17890	rep2	cin5	False
chrIII	277873	277874	534	+	1	17890	rep2	cin5	True
chrIII	211824	211825	192	-	1	17890	rep2	cin5	False
chrV	303876	303877	1000	+	1	17890	rep2	cin5	False
chrV	212296	212297	1000	-	1	17890	rep2	cin5	False
chrV	228351	228352	639	+	1	17890	rep2	cin5	False
chrV	144016	144017	394	+	1	17890	rep2	cin5	False
chrV	56395	56396	224	+	1	17890	rep2	cin5	False
chrV	85511	85512	265	-	1	17890	rep2	cin5	True
chrXVI	608417	608418	1000	+	1	17890	rep2	cin5	False
chrXVI	215237	215238	1000	+	1	17890	rep2	cin5	False
chrXVI	829222	829223	1000	+	1	17890	rep2	cin5	False
chrXVI	591221	591222	1000	+	1	17890	rep2	cin5	False
chrXVI	239274	239275	1000	-	1	17890	rep2	cin5	False
chrXVI	789826	789827	1000	-	1	17890	rep2	cin5	False
chrXVI	420164	420165	824	-	1	17890	rep2	cin5	True
chrXVI	91209	91210	832	-	1	17890	rep2	cin5	True
chrXVI	781988	781989	548	-	1	17890	rep2	cin5	False
chrXVI	783309	783310	269	-	1	17890	rep2	cin5	True
chrXVI	556680	556681	239	-	1	17890	rep2	cin5	True
chrXVI	369541	369542	155	+	1	17890	rep2	cin5	False
chrXVI	840565	840566	157	+	1	17890	rep2	cin5	False
chrXVI	120118	120119	164	-	1	17890	rep2	cin5	False
chrXVI	7345	7346	158	-	1	17890	rep2	cin5	False
chrXVI	818068	818069	143	+	1	17890	rep2	cin5	False
chrXVI	921113	921114	75	-	1	17890	rep2	cin5	False
chrXII	36828	36829	1000	-	1	17890	rep2	cin5	False
chrXII	136645	136646	1000	+	1	17890	rep2	cin5	True
chrXII	950066	950067	1000	+	1	17890	rep2	cin5	False
chrXII	602641	602642	1000	+	1	17890	rep2	cin5	False
chrXII	852164	852165	1000	+	1	17890	rep2	cin5	False
chrXII	674842	674843	1000	-	1	17890	rep2	cin5	True
chrXII	822806	822807	1000	+	1	17890	rep2	cin5	False
chrXII	204774	204775	937	-	1	17890	rep2	cin5	True
chrXII	35343	35344	718	+	1	17890	rep2	cin5	False
chrXII	1005799	1005800	578	-	1	17890	rep2	cin5	True
chrXII	325319	325320	333	+	1	17890	rep2	cin5	True
chrXII	803466	803467	366	+	1	17890	rep2	cin5	True
chrXII	212328	212329	385	-	1	17890	rep2	cin5	False
chrXII	790209	790210	271	+	1	17890	rep2	cin5	False
chrXII	13472	13473	262	+	1	17890	rep2	cin5	False
chrXII	757276	757277	160	-	1	17890	rep2	cin5	True
chrXII	894122	894123	169	-	1	17890	rep2	cin5	True
chrXII	301130	301131	119	-	1	17890	rep2	cin5	True
chrXII	543512	543513	108	+	1	17890	rep2	cin5	False
chrXII	36163	36164	118	-	1	17890	rep2	cin5	True
chrXII	702695	702696	91	+	1	17890	rep2	cin5	True
chrXII	154030	154031	82	-	1	17890	rep2	cin5	False
chrIV	386576	386577	1000	+	1	17890	rep2	cin5	False
chrIV	1345366	1345367	1000	+	1	17890	rep2	cin5	False
chrIV	230755	230756	1000	-	1	17890	rep2	cin5	False
chrIV	381738	381739	1000	+	1	17890	rep2	cin5	False
chrIV	1469059	1469060	1000	+	1	17890	rep2	cin5	False
chrIV	509723	509724	1000	+	1	17890	rep2	cin5	False
chrIV	159423	159424	813	-	1	17890	rep2	cin5	False
chrIV	1062940	1062941	690	+	1	17890	rep2	cin5	False
chrIV	446730	446731	276	+	1	17890	rep2	cin5	False
chrIV	444176	444177	381	-	1	17890	rep2	cin5	False
chrIV	1468466	1468467	271	-	1	17890	rep2	cin5	True
chrIV	619647	619648	117	+	1	17890	rep2	cin5	False
chrIV	541186	541187	101	+	1	17890	rep2	cin5	True
chrIV	1234943	1234944	102	-	1	17890	rep2	cin5	True
chrVI	186031	186032	862	-	1	17890	rep2	cin5	True
chrVI	203971	203972	157	+	1	17890	rep2	cin5	True
chrVI	266525	266526	147	+	1	17890	rep2	cin5	False
chrVI	110341	110342	77	-	1	17890	rep2	cin5	False
chrVI	213737	213738	75	+	1	17890	rep2	cin5	True
chrI	73962	73963	1000	-	1	17890	rep2	cin5	False
chrI	145661	145662	817	+	1	17890	rep2	cin5	True
chrI	29801	29802	284	-	1	17890	rep2	cin5	False
chrI	226879	226880	266	+	1	17890	rep2	cin5	False
chrVIII	35035	35036	1000	-	1	17890	rep2	cin5	False
chrVIII	206202	206203	1000	+	1	17890	rep2	cin5	False
chrVIII	462010	462011	522	+	1	17890	rep2	cin5	False
chrVIII	551435	551436	372	+	1	17890	rep2	cin5	True
chrVIII	289401	289402	284	-	1	17890	rep2	cin5	True
chrVIII	412317	412318	162	+	1	17890	rep2	cin5	True
chrVIII	17075	17076	124	+	1	17890	rep2	cin5	False
chrXV	383078	383079	1000	-	2	17890	rep2	cin5	False
chrXV	383088	383089	900	-	2	17890	rep2	cin5	False
chrV	225584	225585	85	-	2	17890	rep2	cin5	False
chrIV	156208	156209	765	-	2	17890	rep2	cin5	False
chrIV	976315	976316	539	-	2	17890	rep2	cin5	False
chrI	28772	28773	1000	-	2	17890	rep2	cin5	False
chrI	28762	28763	377	-	2	17890	rep2	cin5	False
chrXV	384855	384856	158	-	3	17890	rep2	cin5	True
chrXI	355965	355966	1000	-	3	17890	rep2	cin5	False
chrVII	766308	766309	1000	-	3	17890	rep2	cin5	False
chrV	69318	69319	1000	-	3	17890	rep2	cin5	False
chrV	85258	85259	91	+	3	17890	rep2	cin5	True
chrXVI	645443	645444	1000	-	3	17890	rep2	cin5	False
chrXVI	645463	645464	237	-	3	17890	rep2	cin5	False
chrXIV	302517	302518	1000	-	1	8938	rep1	fhl1	False
chrVI	221846	221847	1000	-	1	8938	rep1	fhl1	False
chrVI	65110	65111	1000	+	1	8938	rep1	fhl1	False
chrVI	65096	65097	836	+	1	8938	rep1	fhl1	False
chrX	703386	703387	1000	+	1	8938	rep1	fhl1	False
chrX	73671	73672	1000	+	1	8938	rep1	fhl1	False
chrVII	555591	555592	1000	-	1	8938	rep1	fhl1	False
chrVII	773518	773519	232	+	1	8938	rep1	fhl1	True
chrXII	48887	48888	1000	+	1	8938	rep1	fhl1	False
chrXII	282742	282743	1000	-	1	8938	rep1	fhl1	False
chrXV	1004308	1004309	1000	+	1	8938	rep1	fhl1	False
chrXV	901460	901461	1000	-	1	8938	rep1	fhl1	False
chrXV	1028823	1028824	837	+	1	8938	rep1	fhl1	False
chrXV	159417	159418	188	+	1	8938	rep1	fhl1	True
chrXVI	654030	654031	1000	-	1	8938	rep1	fhl1	False
chrXVI	700237	700238	1000	-	1	8938	rep1	fhl1	False
chrXVI	404795	404796	1000	-	1	8938	rep1	fhl1	False
chrVIII	75177	75178	1000	+	1	8938	rep1	fhl1	False
chrVIII	36174	36175	1000	-	1	8938	rep1	fhl1	False
chrVIII	104126	104127	1000	-	1	8938	rep1	fhl1	False
chrVIII	36154	36155	1000	-	1	8938	rep1	fhl1	False
chrIV	321900	321901	1000	-	1	8938	rep1	fhl1	False
chrIV	117459	117460	1000	+	1	8938	rep1	fhl1	False
chrIV	579284	579285	1000	-	1	8938	rep1	fhl1	False
chrIV	1451014	1451015	1000	+	1	8938	rep1	fhl1	False
chrXIII	225642	225643	1000	-	2	8938	rep1	fhl1	False
chrX	454200	454201	1000	-	2	8938	rep1	fhl1	True
chrII	606082	606083	1000	+	2	8938	rep1	fhl1	True
chrII	478018	478019	1000	+	2	8938	rep1	fhl1	True
chrIX	391574	391575	250	+	2	8938	rep1	fhl1	True
chrIX	392225	392226	246	+	2	8938	rep1	fhl1	True
chrIX	391431	391432	164	+	2	8938	rep1	fhl1	True
chrXIII	23857	23858	206	-	3	8938	rep1	fhl1	False
chrV	366458	366459	78	+	3	8938	rep1	fhl1	True
chrXIII	500880	500881	517	-	1	8944	rep2	fhl1	False
chrV	53721	53722	1000	+	1	8944	rep2	fhl1	False
chrV	423296	423297	1000	-	1	8944	rep2	fhl1	False
chrV	140678	140679	1000	+	1	8944	rep2	fhl1	True
chrVII	254335	254336	1000	-	1	8944	rep2	fhl1	False
chrVII	535005	535006	1000	+	1	8944	rep2	fhl1	False
chrXII	796526	796527	1000	-	1	8944	rep2	fhl1	False
chrXII	713375	713376	1000	+	1	8944	rep2	fhl1	False
chrXII	781659	781660	1000	+	1	8944	rep2	fhl1	False
chrXII	781618	781619	1000	+	1	8944	rep2	fhl1	False
chrXII	819006	819007	1000	-	1	8944	rep2	fhl1	False
chrXV	1028910	1028911	1000	+	1	8944	rep2	fhl1	False
chrII	332548	332549	1000	-	1	8944	rep2	fhl1	False
chrII	225261	225262	534	-	1	8944	rep2	fhl1	True
chrXVI	302957	302958	1000	-	1	8944	rep2	fhl1	False
chrIV	1301106	1301107	1000	-	1	8944	rep2	fhl1	False
chrIII	58868	58869	78	-	1	8944	rep2	fhl1	False
chrXIII	224125	224126	1000	+	2	8944	rep2	fhl1	False
chrXIII	551690	551691	1000	-	2	8944	rep2	fhl1	False
chrXIII	224105	224106	1000	+	2	8944	rep2	fhl1	False
chrXIII	551703	551704	1000	-	2	8944	rep2	fhl1	False
chrV	270416	270417	1000	-	2	8944	rep2	fhl1	False
chrX	75664	75665	1000	-	2	8944	rep2	fhl1	False
chrX	703317	703318	1000	+	2	8944	rep2	fhl1	False
chrVII	149239	149240	1000	-	2	8944	rep2	fhl1	False
chrVII	310784	310785	1000	-	2	8944	rep2	fhl1	False
chrVII	149219	149220	1000	-	2	8944	rep2	fhl1	False
chrXII	96379	96380	1000	-	2	8944	rep2	fhl1	True
chrXV	253879	253880	1000	+	2	8944	rep2	fhl1	False
chrXV	254040	254041	1000	-	2	8944	rep2	fhl1	False
chrII	592990	592991	1000	+	2	8944	rep2	fhl1	False
chrII	604366	604367	1000	+	2	8944	rep2	fhl1	False
chrII	593015	593016	1000	+	2	8944	rep2	fhl1	False
chrVIII	126225	126226	1000	-	2	8944	rep2	fhl1	False
chrIX	68445	68446	1000	+	2	8944	rep2	fhl1	False
chrIX	68453	68454	1000	+	2	8944	rep2	fhl1	False
chrIV	308046	308047	1000	-	2	8944	rep2	fhl1	False
chrIV	1359700	1359701	1000	+	2	8944	rep2	fhl1	False
chrIV	222035	222036	1000	+	2	8944	rep2	fhl1	False
chrIV	229718	229719	1000	-	2	8944	rep2	fhl1	False
chrXI	431615	431616	1000	+	2	8944	rep2	fhl1	False
chrXI	109109	109110	1000	+	2	8944	rep2	fhl1	False
chrI	140332	140333	1000	-	2	8944	rep2	fhl1	True
chrXIV	495316	495317	1000	-	3	8944	rep2	fhl1	False
chrVI	64687	64688	99	+	3	8944	rep2	fhl1	True
chrX	651545	651546	1000	-	3	8944	rep2	fhl1	False
chrXII	263038	263039	1000	+	3	8944	rep2	fhl1	False
chrXV	678993	678994	1000	+	3	8944	rep2	fhl1	True
chrII	332592	332593	1000	+	3	8944	rep2	fhl1	False
chrVIII	452795	452796	213	+	3	8944	rep2	fhl1	False
chrIII	29311	29312	1000	+	1	11009	rep1	fkh1	False
chrIII	248864	248865	1000	+	1	11009	rep1	fkh1	False
chrIII	29120	29121	1000	-	1	11009	rep1	fkh1	False
chrIII	11474	11475	1000	-	1	11009	rep1	fkh1	False
chrIII	29487	29488	1000	+	1	11009	rep1	fkh1	False
chrIII	29463	29464	1000	+	1	11009	rep1	fkh1	False
chrIII	74516	74517	1000	+	1	11009	rep1	fkh1	False
chrIII	118440	118441	1000	+	1	11009	rep1	fkh1	False
chrIII	96119	96120	1000	-	1	11009	rep1	fkh1	False
chrIII	29086	29087	1000	-	1	11009	rep1	fkh1	False
chrIII	17212	17213	1000	-	1	11009	rep1	fkh1	False
chrIII	287996	287997	841	+	1	11009	rep1	fkh1	False
chrIII	294533	294534	224	+	1	11009	rep1	fkh1	True
chrIII	280032	280033	485	-	1	11009	rep1	fkh1	False
chrVIII	384909	384910	1000	+	1	11009	rep1	fkh1	False
chrVIII	105497	105498	1000	+	1	11009	rep1	fkh1	False
chrVIII	292887	292888	1000	+	1	11009	rep1	fkh1	False
chrVIII	498909	498910	1000	+	1	11009	rep1	fkh1	False
chrVIII	401208	401209	773	-	1	11009	rep1	fkh1	False
chrVIII	222739	222740	638	+	1	11009	rep1	fkh1	False
chrVIII	277899	277900	612	+	1	11009	rep1	fkh1	False
chrVIII	284781	284782	523	+	1	11009	rep1	fkh1	False
chrVIII	105960	105961	323	-	1	11009	rep1	fkh1	False
chrVIII	220670	220671	374	-	1	11009	rep1	fkh1	False
chrVIII	342252	342253	294	-	1	11009	rep1	fkh1	False
chrVIII	36195	36196	330	-	1	11009	rep1	fkh1	False
chrVI	199419	199420	1000	+	1	11009	rep1	fkh1	False
chrVI	95694	95695	1000	-	1	11009	rep1	fkh1	False
chrVI	153223	153224	1000	+	1	11009	rep1	fkh1	False
chrVI	74819	74820	603	-	1	11009	rep1	fkh1	False
chrVI	220178	220179	194	+	1	11009	rep1	fkh1	False
chrVI	104531	104532	232	-	1	11009	rep1	fkh1	False
chrVI	184423	184424	183	-	1	11009	rep1	fkh1	False
chrVI	55914	55915	99	-	1	11009	rep1	fkh1	True
chrXIII	146027	146028	1000	+	1	11009	rep1	fkh1	False
chrXIII	696667	696668	1000	-	1	11009	rep1	fkh1	False
chrXIII	634579	634580	1000	-	1	11009	rep1	fkh1	False
chrXIII	501991	501992	1000	+	1	11009	rep1	fkh1	False
chrXIII	659384	659385	1000	+	1	11009	rep1	fkh1	False
chrXIII	628077	628078	1000	+	1	11009	rep1	fkh1	False
chrXIII	286858	286859	1000	+	1	11009	rep1	fkh1	False
chrXIII	865414	865415	1000	+	1	11009	rep1	fkh1	False
chrXIII	661875	661876	1000	-	1	11009	rep1	fkh1	False
chrXIII	298006	298007	311	+	1	11009	rep1	fkh1	False
chrXIII	897990	897991	836	-	1	11009	rep1	fkh1	False
chrXIII	308963	308964	897	-	1	11009	rep1	fkh1	False
chrXIII	209322	209323	643	+	1	11009	rep1	fkh1	False
chrXIII	137430	137431	284	-	1	11009	rep1	fkh1	False
chrXIII	411516	411517	358	-	1	11009	rep1	fkh1	False
chrXIII	323188	323189	406	+	1	11009	rep1	fkh1	False
chrXIII	585240	585241	300	+	1	11009	rep1	fkh1	True
