chr	start	TF	genic
chrIV	921820	cdc46	False
chrIV	629328	cdc46	False
chrIV	123711	cdc46	False
chrIV	137668	cdc46	False
chrIV	462599	cdc46	True
chrXII	888711	cdc46	False
chrXII	91487	cdc46	False
chrXII	450513	cdc46	False
chrXII	243653	cdc46	False
chrXIII	286854	cdc46	False
chrXIII	371117	cdc46	False
chrXIII	878796	cdc46	True
chrXIII	433023	cdc46	False
chrXIII	137402	cdc46	False
chrXIII	535671	cdc46	False
chrXIII	634529	cdc46	False
chrXIII	31778	cdc46	False
chrXIII	611247	cdc46	True
chrVI	118665	cdc46	False
chrVI	68839	cdc46	False
chrVI	216489	cdc46	False
chrX	67694	cdc46	False
chrX	684019	cdc46	False
chrX	113676	cdc46	False
chrX	228899	cdc46	False
chrX	730170	cdc46	False
chrV	94063	cdc46	False
chrV	549598	cdc46	False
chrV	145699	cdc46	False
chrV	316611	cdc46	False
chrVII	64365	cdc46	False
chrVII	659991	cdc46	False
chrVII	286048	cdc46	False
chrVII	888408	cdc46	False
chrVII	163243	cdc46	False
chrVII	778021	cdc46	False
chrVII	421270	cdc46	False
chrVII	715322	cdc46	False
chrXV	277684	cdc46	False
chrXV	729803	cdc46	False
chrXV	656748	cdc46	False
chrXV	566588	cdc46	False
chrXV	1053706	cdc46	False
chrXV	85282	cdc46	False
chrXV	489906	cdc46	False
chrXV	72696	cdc46	True
chrXV	436798	cdc46	False
chrXV	874362	cdc46	False
chrXV	981519	cdc46	False
chrXV	19135	cdc46	False
chrIX	342019	cdc46	False
chrIX	73959	cdc46	False
chrIII	166703	cdc46	False
chrIII	74526	cdc46	False
chrIII	292592	cdc46	False
chrIII	14698	cdc46	False
chrII	539463	cdc46	True
chrVIII	535708	cdc46	False
chrXII	31770	cdc46	False
chrXII	76908	cdc46	False
chrX	711908	cdc46	False
chrIX	310715	cdc46	False
chrII	408038	cdc46	False
chrII	802303	cdc46	False
chrII	170050	cdc46	False
chrII	632064	cdc46	False
chrXIV	764389	cdc46	False
chrXVI	418260	cdc46	False
chrXVI	456757	cdc46	False
chrXVI	298488	cdc46	False
chrXVI	427827	cdc46	False
chrXI	258006	cdc46	False
chrXI	153079	cdc46	False
chrXI	517096	cdc46	False
chrXI	98516	cdc46	True
chrIV	435171	cdc46	False
chrXII	603086	cdc46	False
chrXII	1007207	cdc46	False
chrXIII	263134	cdc46	False
chrXIII	159113	cdc46	False
chrXIII	815374	cdc46	False
chrX	540565	cdc46	False
chrX	442630	cdc46	False
chrX	16559	cdc46	False
chrV	212477	cdc46	False
chrI	124517	cdc46	False
chrVII	485020	cdc46	False
chrVII	187419	cdc46	False
chrVII	388837	cdc46	False
chrXV	783394	cdc46	False
chrXV	337426	cdc46	False
chrXV	908387	cdc46	False
chrXV	1078223	cdc46	False
chrXIV	499115	cdc46	False
chrIV	462542	cdc46	True
chrXII	947987	cdc46	False
chrIII	194283	cdc46	True
chrII	28931	cdc46	False
chrII	812246	cdc46	False
chrIX	16491	cdc46	False
chrXIV	500586	cft1	False
chrXIV	500566	cft1	False
chrXIV	244328	cft1	False
chrXII	898992	cft1	False
chrXII	327532	cft1	False
chrVII	882633	cft1	False
chrVII	533988	cft1	False
chrVII	371357	cft1	True
chrVII	882650	cft1	False
chrVII	534008	cft1	False
chrVII	806208	cft1	False
chrVII	374313	cft1	False
chrXV	778374	cft1	False
chrXV	1006939	cft1	False
chrXV	412493	cft1	False
chrXIII	268062	cft1	False
chrXIII	626617	cft1	False
chrXIII	18804	cft1	True
chrXIII	754606	cft1	False
chrXI	284705	cft1	False
chrX	453532	cft1	False
chrX	454292	cft1	True
chrVIII	452837	cft1	False
chrVIII	504310	cft1	False
chrVIII	452797	cft1	False
chrXVI	75517	cft1	False
chrXVI	643575	cft1	False
chrXVI	434250	cft1	False
chrXVI	677782	cft1	False
chrXVI	212901	cft1	False
chrXVI	304123	cft1	False
chrIV	555606	cft1	False
chrIV	1489253	cft1	False
chrIV	492469	cft1	False
chrIV	1403161	cft1	False
chrIV	580604	cft1	False
chrIV	1403181	cft1	False
chrIV	509587	cft1	False
chrIV	355342	cft1	True
chrIX	69705	cft1	False
chrV	546612	cft1	False
chrV	460335	cft1	False
chrV	198685	cft1	False
chrV	189458	cft1	False
chrXII	820332	cft1	False
chrXII	348241	cft1	False
chrII	591568	cft1	False
chrXIII	553029	cft1	False
chrI	143490	cft1	False
chrX	652335	cft1	True
chrX	209761	cft1	False
chrXVI	136604	cft1	False
chrXVI	804278	cft1	False
chrIX	231345	cft1	False
chrVI	84170	cft1	True
chrVI	84130	cft1	False
chrXIV	577274	cft1	True
chrXII	369848	cft1	True
chrXII	232785	cft1	True
chrXII	232765	cft1	True
chrXII	283330	cft1	True
chrVII	556856	cft1	False
chrVII	439795	cft1	False
chrVII	364195	cft1	False
chrVII	557389	cft1	True
chrII	479180	cft1	False
chrII	169511	cft1	False
chrII	427592	cft1	False
chrXV	780791	cft1	False
chrXV	832577	cft1	False
chrXV	624533	cft1	False
chrXIII	652633	cft1	True
chrXI	163446	cft1	False
chrXI	165220	cft1	True
chrI	73459	cft1	True
chrX	664089	cft1	True
chrX	228032	cft1	False
chrVIII	119742	cft1	False
chrXVI	646445	cft1	False
chrXVI	718488	cft1	True
chrXVI	173622	cft1	True
chrXVI	241591	cft1	False
chrIV	221497	cft1	False
chrIV	473084	cft1	False
chrIII	139204	cft1	True
chrIX	256041	cft1	False
chrIX	25533	cft1	True
chrVI	76585	cft1	False
chrXIV	500624	cft1	False
chrXII	369522	cft1	False
chrXII	283770	cft1	False
chrXII	255174	cft1	False
chrII	680493	cft1	True
chrXIII	23886	cft1	False
chrXIII	23866	cft1	False
chrXI	617792	cft1	False
chrIII	52533	cft1	False
chrXII	837755	cft1	False
chrVII	312037	cft1	False
chrVIII	147768	cft1	False
chrVIII	147733	cft1	False
chrIV	230673	cft1	False
chrIII	17085	cha4	False
chrIII	17105	cha4	False
chrIII	18142	cha4	True
chrXVI	812975	cha4	False
chrXVI	40542	cha4	False
chrXVI	812955	cha4	False
chrIX	258453	cha4	False
chrV	322051	cha4	False
chrIII	16672	cha4	True
chrIX	258160	cha4	True
chrII	223608	cha4	True
chrV	322527	cha4	False
chrIX	258515	cha4	False
chrIX	392402	cha4	True
chrIX	386758	cha4	False
chrXII	838577	cha4	True
chrVII	482429	cha4	True
chrVII	883461	cha4	True
chrVII	481870	cha4	True
chrVII	482161	cha4	True
chrI	72735	cha4	True
chrV	322751	cha4	True
chrXVI	822146	cha4	False
chrXII	369844	cha4	True
chrXII	283336	chd1	True
chrXII	637944	chd1	True
chrXII	806198	chd1	True
chrXII	263755	chd1	True
chrXVI	303784	chd1	True
chrVII	255113	chd1	True
chrXV	93618	chd1	True
chrXV	1028258	chd1	True
chrXIII	500172	chd1	True
chrX	454152	chd1	True
chrXIV	499992	chd1	True
chrIV	44862	chd1	True
chrIV	45763	chd1	True
chrXV	445578	chd1	True
chrIX	317680	chd1	True
chrI	72719	chd1	True
chrXI	326830	chd1	True
chrXII	202134	chd1	True
chrXII	806549	chd1	True
chrXV	444905	chd1	True
chrII	301010	chd1	True
chrX	652361	chd1	True
chrX	18977	cin5	False
chrX	19002	cin5	False
chrX	459534	cin5	False
chrIX	18995	cin5	False
chrIX	19020	cin5	False
chrIX	138781	cin5	False
chrXV	24751	cin5	False
chrXV	24776	cin5	False
chrXV	904445	cin5	False
chrXV	383355	cin5	False
chrXV	979342	cin5	False
chrXV	912117	cin5	True
chrXV	349129	cin5	False
chrXV	424262	cin5	False
chrXIV	301821	cin5	False
chrXIV	462074	cin5	False
chrXIII	432167	cin5	False
chrXIII	915130	cin5	False
chrXI	514257	cin5	False
chrXI	356330	cin5	True
chrVII	986941	cin5	False
chrVII	968963	cin5	False
chrVII	557639	cin5	True
chrVII	483651	cin5	False
chrVII	766365	cin5	False
chrV	69597	cin5	False
chrV	242134	cin5	False
chrXVI	431911	cin5	True
chrXVI	17094	cin5	False
chrXII	390757	cin5	False
chrXII	390729	cin5	False
chrIV	1166581	cin5	False
chrIV	386731	cin5	False
chrVI	131449	cin5	False
chrVI	182092	cin5	False
chrII	165386	cin5	False
chrXV	216481	cin5	False
chrXV	216461	cin5	False
chrVII	856920	cin5	False
chrVII	856918	cin5	False
chrVII	856869	cin5	False
chrXII	424177	cin5	True
chrXII	737928	cin5	False
chrXII	737920	cin5	False
chrX	18953	cin5	False
chrX	606490	cin5	False
chrX	228341	cin5	False
chrX	669405	cin5	False
chrX	620472	cin5	False
chrX	139366	cin5	True
chrX	294988	cin5	True
chrX	442640	cin5	False
chrX	101250	cin5	True
chrX	294725	cin5	True
chrX	583493	cin5	True
chrX	260741	cin5	True
chrX	586395	cin5	True
chrX	725097	cin5	False
chrX	674641	cin5	True
chrX	664987	cin5	True
chrX	238405	cin5	True
chrIX	388400	cin5	False
chrIX	18971	cin5	False
chrIX	394912	cin5	False
chrIX	102406	cin5	False
chrIX	139041	cin5	False
chrIX	240448	cin5	True
chrIX	271007	cin5	False
chrIX	130016	cin5	False
chrIX	223091	cin5	True
chrIX	366399	cin5	True
chrIX	26854	cin5	False
chrXV	671251	cin5	False
chrXV	24727	cin5	False
chrXV	892400	cin5	False
chrXV	43505	cin5	False
chrXV	770435	cin5	False
chrXV	882273	cin5	False
chrXV	109991	cin5	False
chrXV	362845	cin5	True
chrXV	415524	cin5	True
chrXV	608485	cin5	False
chrXV	192527	cin5	True
chrXV	760980	cin5	True
chrXV	38435	cin5	False
chrXV	71857	cin5	True
chrXV	607886	cin5	True
chrXV	375985	cin5	False
chrXV	99541	cin5	False
chrXV	1064645	cin5	False
chrXV	457476	cin5	True
chrXV	69850	cin5	True
chrXIV	303565	cin5	False
chrXIV	754880	cin5	True
chrXIV	240151	cin5	False
chrXIV	19540	cin5	True
chrXIV	781889	cin5	False
chrXIV	208610	cin5	True
chrXIV	310824	cin5	True
chrXIV	554723	cin5	True
chrXIV	45273	cin5	False
chrXIV	645823	cin5	True
chrXIII	37842	cin5	False
chrXIII	10010	cin5	False
chrXIII	30385	cin5	False
chrXIII	427311	cin5	True
chrXIII	759429	cin5	False
chrXIII	267830	cin5	False
chrXIII	802761	cin5	False
chrXIII	382473	cin5	True
chrXIII	23953	cin5	False
chrXIII	837052	cin5	False
chrXIII	183756	cin5	False
chrXIII	168074	cin5	False
chrXIII	348617	cin5	False
chrXIII	551619	cin5	False
chrXIII	449112	cin5	False
chrXIII	898073	cin5	False
chrXIII	282797	cin5	False
chrXI	356210	cin5	False
chrXI	230372	cin5	False
chrXI	567531	cin5	False
chrXI	194867	cin5	True
chrXI	385633	cin5	False
chrXI	44365	cin5	True
chrXI	235985	cin5	False
chrXI	559112	cin5	False
chrXI	657819	cin5	False
chrXI	642901	cin5	False
chrXI	440170	cin5	False
chrXI	303247	cin5	False
chrXI	178073	cin5	True
chrXI	262593	cin5	True
chrXI	645610	cin5	False
chrXI	299305	cin5	False
chrII	342780	cin5	False
chrII	101282	cin5	False
chrII	292416	cin5	False
chrII	391671	cin5	False
chrII	254445	cin5	False
chrII	792689	cin5	False
chrII	623090	cin5	True
chrII	809028	cin5	True
chrII	798877	cin5	False
chrII	586440	cin5	True
chrII	466041	cin5	True
chrII	624862	cin5	False
chrII	7995	cin5	False
chrVII	682352	cin5	False
chrVII	884532	cin5	True
chrVII	323488	cin5	False
chrVII	780643	cin5	True
chrVII	977779	cin5	False
chrVII	631698	cin5	True
chrVII	842765	cin5	False
chrVII	785910	cin5	False
chrVII	23609	cin5	False
chrVII	809719	cin5	False
chrVII	489533	cin5	False
chrVII	757758	cin5	False
chrVII	1080277	cin5	True
chrVII	546614	cin5	True
chrVII	511540	cin5	False
chrVII	40716	cin5	True
chrVII	879862	cin5	False
chrVII	889352	cin5	True
chrVII	994139	cin5	False
chrVII	128999	cin5	True
chrVII	907729	cin5	True
chrIII	132011	cin5	False
chrIII	77970	cin5	False
chrIII	74165	cin5	False
chrIII	169288	cin5	False
chrIII	277873	cin5	True
chrIII	211824	cin5	False
chrV	303876	cin5	False
chrV	212296	cin5	False
chrV	228351	cin5	False
chrV	144016	cin5	False
chrV	56395	cin5	False
chrV	85511	cin5	True
chrXVI	608417	cin5	False
chrXVI	215237	cin5	False
chrXVI	829222	cin5	False
chrXVI	591221	cin5	False
chrXVI	239274	cin5	False
chrXVI	789826	cin5	False
chrXVI	420164	cin5	True
chrXVI	91209	cin5	True
chrXVI	781988	cin5	False
chrXVI	783309	cin5	True
chrXVI	556680	cin5	True
chrXVI	369541	cin5	False
chrXVI	840565	cin5	False
chrXVI	120118	cin5	False
chrXVI	7345	cin5	False
chrXVI	818068	cin5	False
chrXVI	921113	cin5	False
chrXII	36828	cin5	False
chrXII	136645	cin5	True
chrXII	950066	cin5	False
chrXII	602641	cin5	False
chrXII	852164	cin5	False
chrXII	674842	cin5	True
chrXII	822806	cin5	False
chrXII	204774	cin5	True
chrXII	35343	cin5	False
chrXII	1005799	cin5	True
chrXII	325319	cin5	True
chrXII	803466	cin5	True
chrXII	212328	cin5	False
chrXII	790209	cin5	False
chrXII	13472	cin5	False
chrXII	757276	cin5	True
chrXII	894122	cin5	True
chrXII	301130	cin5	True
chrXII	543512	cin5	False
chrXII	36163	cin5	True
chrXII	702695	cin5	True
chrXII	154030	cin5	False
chrIV	386576	cin5	False
chrIV	1345366	cin5	False
chrIV	230755	cin5	False
chrIV	381738	cin5	False
chrIV	1469059	cin5	False
chrIV	509723	cin5	False
chrIV	159423	cin5	False
chrIV	1062940	cin5	False
chrIV	446730	cin5	False
chrIV	444176	cin5	False
chrIV	1468466	cin5	True
chrIV	619647	cin5	False
chrIV	541186	cin5	True
chrIV	1234943	cin5	True
chrVI	186031	cin5	True
chrVI	203971	cin5	True
chrVI	266525	cin5	False
chrVI	110341	cin5	False
chrVI	213737	cin5	True
chrI	73962	cin5	False
chrI	145661	cin5	True
chrI	29801	cin5	False
chrI	226879	cin5	False
chrVIII	35035	cin5	False
chrVIII	206202	cin5	False
chrVIII	462010	cin5	False
chrVIII	551435	cin5	True
chrVIII	289401	cin5	True
chrVIII	412317	cin5	True
chrVIII	17075	cin5	False
chrXV	383078	cin5	False
chrXV	383088	cin5	False
chrV	225584	cin5	False
chrIV	156208	cin5	False
chrIV	976315	cin5	False
chrI	28772	cin5	False
chrI	28762	cin5	False
chrXV	384855	cin5	True
chrXI	355965	cin5	False
chrVII	766308	cin5	False
chrV	69318	cin5	False
chrV	85258	cin5	True
chrXVI	645443	cin5	False
chrXVI	645463	cin5	False
chrVII	481074	cka1	True
chrVIII	381806	cka1	False
chrXII	233791	cka1	True
chrXV	780372	cka1	False
chrX	652313	cka1	True
chrVII	481437	cka1	True
chrVII	311709	cka1	True
chrXII	837775	cka1	False
chrXIII	652627	cka1	True
chrIV	411430	cka1	False
chrIV	1489641	cka1	True
chrIV	230400	cka1	True
chrIV	331084	cka1	True
chrVII	883076	cka1	True
chrVII	481876	cka1	True
chrVII	482463	cka1	True
chrVII	482190	cka1	True
chrVII	480465	cka1	True
chrVIII	35432	cka1	True
chrVIII	504630	cka1	True
chrXII	838540	cka1	True
chrXII	232806	cka1	True
chrII	478028	cka1	True
chrXVI	377697	cka1	True
chrXV	160379	cka1	True
chrXV	624049	cka1	True
chrX	453947	cka1	True
chrX	664108	cka1	True
chrX	121461	cka1	True
chrXI	326819	cka1	True
chrXI	259382	cka1	True
chrXI	432533	cka1	True
chrXIV	499926	cka1	True
chrXIV	302980	cka1	True
chrXIV	502276	cka1	True
chrV	68664	cka1	True
chrV	225562	cka1	False
chrIII	138067	cka1	True
chrIII	138385	cka1	True
chrIX	255457	cka1	True
chrIV	411446	cka2	False
chrIV	1489700	cka2	True
chrIV	601034	cka2	True
chrVII	883181	cka2	True
chrVII	883536	cka2	True
chrVII	480176	cka2	True
chrVII	480668	cka2	True
chrVII	1001533	cka2	True
chrXII	369847	cka2	True
chrXII	232816	cka2	True
chrXII	233779	cka2	True
chrXII	96367	cka2	True
chrXII	639092	cka2	True
chrXVI	700956	cka2	True
chrXVI	654767	cka2	True
chrXV	159802	cka2	True
chrXV	93599	cka2	True
chrXV	832473	cka2	False
chrXIII	162582	cka2	True
chrX	121364	cka2	True
chrX	652311	cka2	True
chrII	300977	cka2	True
chrII	300389	cka2	True
chrII	300684	cka2	True
chrVIII	451948	cka2	True
chrIX	317680	cka2	True
chrIV	1507373	cka2	False
chrIV	472618	cka2	True
chrIV	45665	cka2	True
chrXVI	303535	cka2	True
chrXV	576233	cka2	True
chrXI	326636	cka2	True
chrXI	142379	cka2	True
chrIV	1236785	cka2	True
chrIV	44737	cka2	True
chrVII	481873	cka2	True
chrXII	838622	cka2	True
chrVIII	504834	cka2	True
chrIV	411369	cka2	False
chrIV	1507325	cka2	True
chrXV	444930	ckb2	True
chrVII	883478	ckb2	True
chrVII	482439	ckb2	True
chrVII	480049	ckb2	True
chrXIV	303183	ckb2	True
chrXIII	25270	ckb2	True
chrXIII	24325	ckb2	True
chrXI	284256	ckb2	True
chrIV	411437	ckb2	False
chrXV	160029	ckb2	True
chrIV	1507254	ckb2	True
chrXII	838998	ckb2	True
chrXV	28888	ckb2	True
chrIV	580203	ckb2	True
chrXII	96925	ckb2	True
chrXII	96033	ckb2	True
chrXV	445413	ckb2	True
chrII	681363	ckb2	False
chrVII	883240	ckb2	True
chrVII	480460	ckb2	True
chrVII	480903	ckb2	True
chrI	140882	ckb2	True
chrV	363488	ckb2	True
chrII	88739	ckb2	True
chrXIII	268052	ckb2	False
chrIV	44790	ckb2	True
chrXIII	268147	cln1	False
chrIV	449819	cln1	False
chrII	238320	cln1	False
chrXIV	628874	cln1	False
chrXVI	556073	cln1	False
chrIII	114499	cln1	False
chrVIII	105587	cln1	False
chrV	152112	cln1	False
chrX	436316	cln1	False
chrXV	797144	cln1	False
chrXV	904056	cln1	False
chrVII	483558	cln1	True
chrXII	370618	cln1	True
chrXV	326571	cln1	False
chrXI	440128	cln1	False
chrVII	190974	crz1	False
chrXI	382286	crz1	True
chrIV	542423	crz1	False
chrXV	619354	crz1	False
chrII	565065	crz1	False
chrXVI	575303	crz1	False
chrXVI	641481	crz1	False
chrXV	424543	crz1	True
chrIV	465319	crz1	True
chrIV	1490287	crz1	False
chrIV	591793	crz1	False
chrXVI	645602	crz1	False
chrVII	483580	crz1	True
chrXIII	774452	crz1	False
chrXVI	257148	crz1	False
chrII	392562	crz1	False
chrIX	249250	crz1	False
chrVII	547511	crz1	False
chrV	491225	crz1	False
chrXI	99846	crz1	False
chrXII	108551	crz1	False
chrXV	424538	cse2	True
chrXV	987777	cse2	True
chrXVI	645604	cse2	False
chrXVI	297179	cse2	False
chrIV	465323	cse2	True
chrIV	465322	cse2	True
chrIV	1278829	cse2	False
chrIV	591784	cse2	False
chrIV	1165026	cse2	False
chrVII	557849	cse2	False
chrXIV	217464	cse2	False
chrXI	258792	cse2	True
chrXIII	473089	cse2	True
chrII	217247	cse2	False
chrXV	619868	cse2	True
chrXV	159403	cse2	True
chrXVI	646460	cse2	True
chrI	141786	cse2	False
chrVII	883551	cse2	True
chrXII	65582	cse2	False
chrXIII	268056	cse2	False
chrII	555936	cse2	False
chrII	477975	cse2	True
chrXV	622030	cse2	True
chrXV	621638	cse2	True
chrXIV	87528	cse2	False
chrIV	974483	cse2	False
chrIV	417049	cse2	False
chrVII	915026	cse2	False
chrVII	772114	cse2	False
chrVII	884022	cse2	False
chrXIV	619891	cse2	False
chrXII	97712	cse2	False
chrXII	88326	cse2	False
chrII	256000	cse2	False
chrIII	137382	cse2	False
chrIX	386737	cse2	False
chrXVI	431824	cse2	False
chrXII	370580	cse2	True
chrIII	163651	cse2	True
chrXVI	67169	cse2	False
chrIV	1490202	cse2	True
chrXI	143422	cse2	False
chrV	69195	cse2	True
chrVII	481898	csn12	True
chrVII	479970	csn12	True
chrXVI	701957	csn12	True
chrXVI	110733	csn12	True
chrXVI	113415	csn12	True
chrXIII	25451	csn12	True
chrXII	232824	csn12	True
chrXII	369844	csn12	True
chrXII	369736	csn12	True
chrXII	838657	csn12	True
chrXII	806793	csn12	True
chrXII	199076	csn12	False
chrXII	263786	csn12	True
chrXII	441157	csn12	True
chrXV	445817	csn12	True
chrXV	92280	csn12	True
chrVIII	104911	csn12	True
chrVIII	120699	csn12	True
chrXIV	253216	csn12	True
chrXIV	26928	csn12	True
chrXIV	303017	csn12	True
chrXIV	62122	csn12	True
chrIII	138739	csn12	True
chrIII	177605	csn12	True
chrX	454029	csn12	True
chrIV	1243858	csn12	True
chrIV	230438	csn12	True
chrVI	84055	csn12	False
chrV	300464	csn12	True
chrIX	255468	csn12	True
chrVII	482358	csn12	True
chrXIII	390642	csn12	True
chrXII	96708	csn12	True
chrXII	499189	csn12	True
chrXII	242931	csn12	True
chrXV	93442	csn12	True
chrVIII	120063	csn12	False
chrVIII	382074	csn12	True
chrXIV	303328	csn12	True
chrXIV	500028	csn12	True
chrIV	1489453	csn12	True
chrVI	83630	csn12	True
chrV	79262	csn12	True
chrV	363455	csn12	True
chrVII	882850	csn12	True
chrVII	365365	csn12	True
chrVII	1002017	csn12	True
chrXVI	109928	csn12	True
chrII	479010	csn12	True
chrII	301014	csn12	True
chrII	605281	csn12	True
chrII	393630	csn12	True
chrXII	233796	csn12	True
chrXII	857111	csn12	True
chrXV	30560	csn12	True
chrXI	520524	csn12	True
chrXI	106282	csn12	True
chrX	74546	csn12	True
chrI	72568	csn12	True
chrV	67374	csn12	False
chrIX	69409	csn12	True
chrXII	838225	csn12	True
chrVIII	452295	csn12	True
chrXI	326654	csn12	True
chrI	72837	csn12	True
chrI	73060	csn12	True
chrVII	883533	ctk1	True
chrVII	482474	ctk1	True
chrVII	482130	ctk1	True
chrXIII	25472	ctk1	True
chrXII	1018185	ctk1	True
chrXII	806724	ctk1	True
chrXII	523136	ctk1	True
chrXVI	303823	ctk1	True
chrXVI	433949	ctk1	True
chrXVI	407285	ctk1	True
chrVIII	452260	ctk1	True
chrXV	110528	ctk1	True
chrXV	160337	ctk1	True
chrXI	142465	ctk1	True
chrXI	519757	ctk1	True
chrII	333543	ctk1	True
chrX	120758	ctk1	True
chrXIV	499987	ctk1	True
chrXIV	303306	ctk1	True
chrXIV	62122	ctk1	True
chrIV	601735	ctk1	True
chrVI	83565	ctk1	True
chrIX	24338	ctk1	True
chrV	363532	ctk1	True
chrXII	242691	ctk1	True
chrII	375301	ctk1	True
chrIV	1402354	ctk1	True
chrIV	579836	ctk1	True
chrV	299602	ctk1	True
chrXII	233788	ctk1	True
chrVII	481161	ctk1	True
chrVII	480047	ctk1	True
chrXII	232930	ctk1	True
chrXVI	303473	ctk1	True
chrII	414263	ctk1	True
chrII	592181	ctk1	True
chrX	652400	ctk1	True
chrX	453847	ctk1	True
chrXIV	25049	ctk1	True
chrIV	1237297	ctk1	True
chrIV	472431	ctk1	True
chrIV	309248	ctk1	True
chrIV	1163144	ctk1	True
chrIX	25629	ctk1	True
chrIX	25891	ctk1	True
chrIX	317703	ctk1	True
chrIX	98688	ctk1	True
chrXVI	377495	ctk1	True
chrXV	445634	ctk1	True
chrXI	284223	ctk1	True
chrXI	259420	ctk1	True
chrIV	116818	ctk1	True
chrXII	663742	ctk1	True
chrII	301021	ctk1	True
chrXIV	414003	ctk1	True
chrXV	620840	ctk2	True
chrXV	160183	ctk2	True
chrXV	110520	ctk2	True
chrXV	160316	ctk2	True
chrXV	110540	ctk2	True
chrXV	254536	ctk2	True
chrXV	624118	ctk2	True
chrXIII	25194	ctk2	True
chrXIII	159563	ctk2	True
chrXIII	874077	ctk2	True
chrVII	481624	ctk2	True
chrVII	481604	ctk2	True
chrVII	278126	ctk2	True
chrVII	480151	ctk2	True
chrVII	787385	ctk2	True
chrVII	277908	ctk2	True
chrXII	369850	ctk2	True
chrXII	637173	ctk2	True
chrXII	96280	ctk2	True
chrXII	232920	ctk2	True
chrXII	637153	ctk2	True
chrXII	650052	ctk2	True
chrXVI	642472	ctk2	True
chrXI	327134	ctk2	True
chrXI	142239	ctk2	True
chrXI	220866	ctk2	True
chrXI	432546	ctk2	True
chrXI	110061	ctk2	True
chrXI	519769	ctk2	True
chrVIII	35672	ctk2	True
chrVIII	120717	ctk2	True
chrII	478346	ctk2	True
chrII	478016	ctk2	True
chrII	613414	ctk2	True
chrII	300986	ctk2	True
chrII	478036	ctk2	True
chrIX	24289	ctk2	True
chrIX	23520	ctk2	True
chrIX	317657	ctk2	True
chrIX	255432	ctk2	True
chrX	454310	ctk2	True
chrX	453866	ctk2	True
chrX	652371	ctk2	True
chrX	120765	ctk2	True
chrX	120745	ctk2	True
chrX	664134	ctk2	True
chrX	120725	ctk2	True
chrX	381892	ctk2	True
chrX	154280	ctk2	True
chrV	322703	ctk2	True
chrV	236421	ctk2	True
chrIV	427627	ctk2	True
chrIV	472537	ctk2	True
chrXIV	576977	ctk2	True
chrXIV	499906	ctk2	True
chrXIV	575703	ctk2	True
chrXIV	252579	ctk2	True
chrI	76902	ctk2	True
chrIII	58176	ctk2	True
chrXV	1028297	ctk2	True
chrXV	32273	ctk2	False
chrXIII	652623	ctk2	True
chrVII	437676	ctk2	True
chrXVI	377520	ctk2	True
chrXVI	481517	ctk2	True
chrXI	326665	ctk2	True
chrXI	142462	ctk2	True
chrXI	159123	ctk2	True
chrVIII	504731	ctk2	True
chrII	592121	ctk2	True
chrIX	24789	ctk2	True
chrX	453846	ctk2	True
chrX	120995	ctk2	True
chrV	79098	ctk2	True
chrIV	44527	ctk2	True
chrXV	88017	ctk2	True
chrXV	798017	ctk2	True
chrXV	506316	ctk2	True
chrXIII	633108	ctk2	True
chrVII	883066	ctk2	True
chrVII	883026	ctk2	True
chrVII	600419	ctk2	True
chrXII	232451	ctk2	True
chrXII	440998	ctk2	True
chrXII	440978	ctk2	True
chrXII	283758	ctk2	False
chrXII	721024	ctk2	True
chrXVI	377719	ctk2	True
chrXVI	303782	ctk2	True
chrXVI	303762	ctk2	True
chrII	680939	ctk2	False
chrII	556761	ctk2	True
chrII	46058	ctk2	True
chrII	414282	ctk2	True
chrII	373740	ctk2	False
chrII	375294	ctk2	True
chrII	414262	ctk2	True
chrII	556741	ctk2	True
chrII	375274	ctk2	True
chrIX	231706	ctk2	True
chrIX	231726	ctk2	True
chrIV	556003	ctk2	True
chrIV	1489454	ctk2	True
chrIV	309828	ctk2	True
chrIV	1489414	ctk2	True
chrXIV	576937	ctk2	True
chrI	142918	ctk2	True
chrXIII	550500	ctk2	True
chrXIII	733064	ctk2	True
chrXII	233801	ctk2	True
chrXII	199391	ctk2	False
chrXI	174659	ctk2	True
chrIV	44847	ctk2	True
chrIV	1450262	ctk2	True
chrXIV	303499	ctk2	False
chrXIV	252824	ctk2	True
chrXV	29713	ctk2	True
chrXV	92249	ctk2	True
chrXV	92269	ctk2	True
chrXV	92526	ctk2	True
chrVII	346457	ctk2	True
chrXVI	406913	ctk2	True
chrXI	259718	ctk2	False
chrII	394014	ctk2	True
chrX	652351	ctk2	True
chrX	664174	ctk2	True
chrIV	1489394	ctk2	False
chrIV	355949	ctk2	True
chrXIV	62199	ctk2	True
chrXII	415966	ctk2	True
chrXI	430890	ctk2	False
chrII	453180	ctk2	True
chrX	139598	ctk2	False
chrV	102204	ctk2	True
chrIV	466325	ctk2	True
chrIV	1329799	ctk2	True
chrXIV	24728	ctk2	True
chrXIII	159734	ctr9	False
chrXIII	652539	ctr9	False
chrXIII	120674	ctr9	True
chrVII	148326	ctr9	True
chrVII	254921	ctr9	True
chrVII	25354	ctr9	True
chrVII	807339	ctr9	True
chrVII	806471	ctr9	True
chrVII	1062388	ctr9	True
chrVII	77362	ctr9	True
chrXVI	701750	ctr9	True
chrXVI	654805	ctr9	True
chrXVI	646248	ctr9	False
chrXVI	187335	ctr9	True
