gene	native_motif	source	fitted	w_native	jaspar_motif	rossi_sample	replicate	condition	heat_shock	rossi_motif	rossi_E	rossi_logE	rossi_nsites	power	e_rank	e_gap_log10	n_motifs_in_sample	e_ambiguous	ed_native_jaspar	kl_native_jaspar	ed_native_rossi	kl_native_rossi	ed_jaspar_rossi	kl_jaspar_rossi	w_jaspar	w_rossi	w_window	w_shortest	window_anchor	n_dropped	window_cost_kl	off_native	orient_native	off_jaspar	orient_jaspar	off_rossi	orient_rossi	odd_one_out	margin_kl	verdict	rep_n_reps	rep_consensus	rep_n_consensus	rep_n_native_odd	rep_n_rossi_odd	rep_n_heat_shock	rep_max_nsites	rep_unanimous
STB3	Stb3_zhu	zhu		11	STB3_jaspar_MA0390.2	12431	rep1	normal	no	STB3_rossi_12431_m1	0.0000	-20.0000	19	weak	1		1		0.0012	0.0000	0.6930	1.3479	0.6937	1.3533	11	14	9	11	native	2	0.1045	0	+	0	+	2	-	rossi	1.3479	rossi_is_odd	2	rossi_is_odd	2	0	2	0	25	yes
STP2	Stp2_zhu	zhu		9	STP2_jaspar_MA0395.2	17035	rep2	normal	no	STP2_rossi_17035_m1	0.0000	-15.7447	12	weak	1		1		0.0013	0.0000	0.5634	0.9570	0.5637	0.9611	9	20	9	9	native	0	0.0000	0	+	0	+	-3	+	rossi	0.9570	rossi_is_odd	2	rossi_is_odd	2	0	2	0	12	yes
STP2	Stp2_zhu	zhu		9	STP2_jaspar_MA0395.2	13139	rep1	normal	no	STP2_rossi_13139_m1	0.0000	-7.8539	10	weak	1	1.1326	3	yes	0.0014	0.0000	0.8709	1.7394	0.8718	1.7441	9	14	8	9	native	1	0.1072	0	+	0	+	-6	+	rossi	1.7394	rossi_is_odd	2	rossi_is_odd	2	0	2	0	12	yes
STP2	Stp2_zhu	zhu		9	STP2_jaspar_MA0395.2	13139	rep1	normal	no	STP2_rossi_13139_m3	0.0000	-6.7212	14	weak	2	1.1326	3	yes	0.0013	0.0000	0.6753	1.0978	0.6762	1.1026	9	20	9	9	native	0	0.0000	0	+	0	+	-11	+	rossi	1.0978	rossi_is_odd	2	rossi_is_odd	2	0	2	0	12	yes
SWI4	Swi4_badis	badis		8	SWI4_jaspar_MA0401.1	13786	rep2	normal	no	SWI4_rossi_13786_m1	0.0000	-57.6198	48	moderate	1	47.8502	2	no	0.0198	0.0030	0.1820	0.1398	0.1967	0.1623	8	21	8	8	native	0	0.0000	0	+	0	+	-4	+	rossi	0.1368	rossi_is_odd	2	rossi_is_odd	2	0	2	0	48	yes
SWI4	Swi4_badis	badis		8	SWI4_jaspar_MA0401.1	12000	rep1	normal	no	SWI4_rossi_12000_m1	0.0000	-29.0915	39	moderate	1	23.4137	3	no	0.0198	0.0030	0.1691	0.1219	0.1843	0.1515	8	21	8	8	native	0	0.0000	0	+	0	+	-3	+	rossi	0.1190	rossi_is_odd	2	rossi_is_odd	2	0	2	0	48	yes
SWI5	Swi5_badis	badis		7	SWI5_jaspar_MA0402.2	18016	rep2	normal	no	SWI5_rossi_18016_m1	0.0000	-8.9208	13	weak	1	6.8846	2	no	0.0237	0.0036	0.5739	1.0391	0.5837	1.1092	7	15	7	7	native	0	0.0000	0	+	0	+	-6	-	rossi	1.0355	rossi_is_odd	2	rossi_is_odd	2	0	2	0	13	yes
SWI5	Swi5_badis	badis		7	SWI5_jaspar_MA0402.2	12059	rep1	normal	no	SWI5_rossi_12059_m1	0.0000	-7.5528	12	weak	1	2.1863	2	no	0.0237	0.0036	0.6463	1.1054	0.6649	1.1794	7	17	7	7	native	0	0.0000	0	+	0	+	-7	+	rossi	1.1018	rossi_is_odd	2	rossi_is_odd	2	0	2	0	13	yes
YAP1	Yap1_zhu	zhu		10	YAP1_jaspar_MA0415.2	20460	rep2	normal	no	YAP1_rossi_20460_m1	0.0000	-19.7447	29	weak	1		1		0.0019	0.0000	0.4699	0.9284	0.4702	0.9333	10	11	9	10	native	1	0.0000	0	+	0	+	1	-	rossi	0.9284	rossi_is_odd	2	rossi_is_odd	2	0	2	0	30	yes
YAP1	Yap1_zhu	zhu		10	YAP1_jaspar_MA0415.2	17878	rep1	normal	no	YAP1_rossi_17878_m1	0.0000	-17.8861	30	moderate	1	15.3632	2	no	0.0019	0.0000	0.4842	0.9385	0.4846	0.9435	10	11	9	10	native	1	0.0000	0	+	0	+	1	-	rossi	0.9385	rossi_is_odd	2	rossi_is_odd	2	0	2	0	30	yes
CIN5	Cin5_murphy	murphy	yes	11	CIN5_jaspar_MA0284.3	17890	rep2	normal	no	CIN5_rossi_17890_m1	0.0000	-186.5686	154	strong	1		1		0.1699	0.1247	0.1512	0.0869	0.1429	0.0657	10	13	10	10	jaspar	0	0.0000	0	+	0	+	0	-	native	0.0212	no_consensus	2	no_consensus	2	0	0	0	154	yes
CIN5	Cin5_murphy	murphy	yes	11	CIN5_jaspar_MA0284.3	12011	rep1	normal	no	CIN5_rossi_12011_m1	0.0000	-25.7447	41	moderate	1		1		0.1562	0.1195	0.2032	0.1232	0.2496	0.1703	10	11	9	10	jaspar	1	0.0000	0	+	0	+	1	-	rossi	0.0038	no_consensus	2	no_consensus	2	0	0	0	154	yes
CUP9	Cup9_badis	badis		11	CUP9_jaspar_MA0288.1	11777	rep1	normal	no	CUP9_rossi_11777_m1	0.0000	-15.4318	25	weak	1		1		0.1737	0.0961	0.1640	0.1436	0.1539	0.0865	9	11	9	9	jaspar	0	0.0063	0	+	0	-	-1	+	native	0.0097	no_consensus	2	no_consensus	2	0	0	0	28	yes
CUP9	Cup9_badis	badis		11	CUP9_jaspar_MA0288.1	18501	rep2	normal	no	CUP9_rossi_18501_m1	0.0000	-13.2007	28	weak	1	9.0757	2	no	0.1737	0.0961	0.1600	0.1510	0.1856	0.1386	9	11	9	9	jaspar	0	0.0132	0	+	0	-	-1	+	rossi	0.0424	no_consensus	2	no_consensus	2	0	0	0	28	yes
GAL4	Gal4_zhu	zhu		19	GAL4_jaspar_MA0299.1	11796	rep1	normal	no	GAL4_rossi_11796_m1	0.0400	-1.3979	5	weak	1		1		0.2601	0.2084	0.3784	0.4858	0.2902	0.3030	15	21	15	15	jaspar	0	0.0277	-1	+	0	+	-4	-	rossi	0.0945	no_consensus	1	no_consensus	1	0	0	0	5	yes
GCR1	Gcr1_murphy	murphy		12	GCR1_jaspar_MA0304.1	12449	rep1	normal	no	GCR1_rossi_12449_m1	0.0000	-31.2518	33	moderate	1	12.9761	2	no	0.2446	0.1538	0.1641	0.1054	0.1589	0.0842	8	15	8	8	jaspar	0	0.0000	-3	+	0	+	-5	-	native	0.0212	no_consensus	2	no_consensus	2	0	0	0	33	yes
GCR1	Gcr1_murphy	murphy		12	GCR1_jaspar_MA0304.1	16050	rep2	normal	no	GCR1_rossi_16050_m1	0.0000	-14.7447	19	weak	1	10.0872	2	no	0.2446	0.1538	0.1791	0.1104	0.1450	0.0881	8	14	8	8	jaspar	0	0.0000	-3	+	0	+	-3	-	native	0.0223	no_consensus	2	no_consensus	2	0	0	0	33	yes
GZF3	Gzf3_zhu	zhu		9	GZF3_jaspar_MA0309.2	20431	rep2	normal	no	GZF3_rossi_20431_m1	0.0000	-14.4089	20	weak	1	8.7100	3	no	0.1543	0.1044	0.6973	1.3355	0.6124	1.1369	7	15	7	7	jaspar	0	0.0000	-1	+	0	+	-2	-	rossi	1.0326	no_consensus	1	no_consensus	1	0	0	0	20	yes
HAL9	Hal9_zhu	zhu		18	HAL9_jaspar_MA0311.1	11804	rep1	normal	no	HAL9_rossi_11804_m1	0.0001	-4.1938	21	weak	1		1		0.1704	0.1206	0.1248	0.0674	0.1030	0.0670	5	11	4	5	jaspar	1	-0.1169	1	+	0	-	-3	-	native	0.0003	no_consensus	2	no_consensus	2	0	0	0	21	yes
HAL9	Hal9_zhu	zhu		18	HAL9_jaspar_MA0311.1	13794	rep2	normal	no	HAL9_rossi_13794_m1	0.0022	-2.6576	9	weak	1		1		0.1704	0.1206	0.2407	0.1878	0.2247	0.2004	5	14	4	5	jaspar	1	-0.3715	1	+	0	-	-4	+	rossi	0.0672	no_consensus	2	no_consensus	2	0	0	0	21	yes
HAP1	Hap1_murphy	murphy		13	HAP1_jaspar_MA0312.3	17050	rep2	normal	no	HAP1_rossi_17050_m1	0.0000	-64.7696	89	moderate	1		1		0.1303	0.0910	0.1335	0.0675	0.1130	0.0677	8	13	8	8	jaspar	0	0.0000	0	+	0	+	-2	-	jaspar	0.0001	no_consensus	2	no_consensus	2	0	0	0	89	yes
HAP1	Hap1_murphy	murphy		13	HAP1_jaspar_MA0312.3	14855	rep1	normal	no	HAP1_rossi_14855_m1	0.0000	-14.9586	27	weak	1		1		0.1303	0.0910	0.2084	0.1443	0.1555	0.1323	8	11	8	8	jaspar	0	0.0000	0	+	0	+	0	-	rossi	0.0413	no_consensus	2	no_consensus	2	0	0	0	89	yes
LEU3	Leu3_zhu	zhu		9	LEU3_jaspar_MA0324.1	15669	rep2	normal	no	LEU3_rossi_15669_m1	0.0000	-20.2291	23	weak	1		1		0.3428	0.3466	0.4218	0.6603	0.2410	0.2402	10	12	8	9	native	1	0.0000	0	+	1	-	1	+	native	0.1064	no_consensus	2	no_consensus	2	0	0	0	23	yes
LEU3	Leu3_zhu	zhu		9	LEU3_jaspar_MA0324.1	14199	rep1	normal	no	LEU3_rossi_14199_m1	0.0000	-12.8539	17	weak	1		1		0.3428	0.3466	0.5127	0.8467	0.2894	0.2652	10	11	8	9	native	1	0.0527	0	+	1	-	1	-	native	0.0814	no_consensus	2	no_consensus	2	0	0	0	23	yes
MATALPHA2	Matalpha2_zhu	zhu		8	MATALPHA2_jaspar_MA0328.2	14973	rep2	normal	no	MATALPHA2_rossi_14973_m1	0.0000	-27.3872	15	weak	1		1		0.7338	1.4814	0.6725	1.2270	0.2499	0.1901	8	19	7	8	native	1	0.4805	0	+	1	-	-9	-	native	1.0369	no_consensus	2	no_consensus	2	0	0	0	15	yes
MATALPHA2	Matalpha2_zhu	zhu		8	MATALPHA2_jaspar_MA0328.2	14496	rep1	normal	no	MATALPHA2_rossi_14496_m1	0.0000	-11.4815	9	weak	1		1		0.7338	1.4814	0.6729	1.3132	0.2608	0.2601	8	20	7	8	native	1	0.5041	0	+	1	-	-9	-	native	1.0531	no_consensus	2	no_consensus	2	0	0	0	15	yes
MCM1	Mcm1_zhu	zhu	yes	13	MCM1_jaspar_MA0331.1	12441	rep1	normal	no	MCM1_rossi_12441_m1	0.0000	-268.6383	151	strong	1		1		0.1809	0.0811	0.2345	0.1275	0.1714	0.0729	12	15	12	12	jaspar	0	0.0067	0	+	0	-	0	+	native	0.0082	no_consensus	2	no_consensus	2	0	0	0	151	yes
MCM1	Mcm1_zhu	zhu	yes	13	MCM1_jaspar_MA0331.1	14618	rep2	normal	no	MCM1_rossi_14618_m1	0.0000	-154.3188	70	moderate	1		1		0.1809	0.0811	0.2363	0.1281	0.1580	0.0698	12	16	12	12	jaspar	0	0.0077	0	+	0	-	-1	-	native	0.0114	no_consensus	2	no_consensus	2	0	0	0	151	yes
MIG1	Mig1_zhu	zhu		11	MIG1_jaspar_MA0337.2	17869	rep1	normal	no	MIG1_rossi_17869_m1	0.0000	-7.3372	33	moderate	1	1.9170	2	yes	0.1443	0.0830	0.9543	1.8645	0.9149	1.6936	6	14	6	6	jaspar	0	0.4924	-3	+	0	-	-3	+	rossi	1.6107	no_consensus	1	no_consensus	1	0	0	0	33	yes
MIG1	Mig1_zhu	zhu		11	MIG1_jaspar_MA0337.2	17869	rep1	normal	no	MIG1_rossi_17869_m2	0.0000	-5.4202	29	weak	2	1.9170	2	yes	0.1443	0.0830	0.4404	0.4919	0.3882	0.4893	6	15	6	6	jaspar	0	-0.0000	-3	+	0	-	-3	-	rossi	0.4064	no_consensus	1	no_consensus	1	0	0	0	33	yes
SKN7	Skn7_badis	badis		8	SKN7_jaspar_MA0381.2	14969	rep2	normal	no	SKN7_rossi_14969_m1	0.0000	-4.6576	29	weak	1	0.6576	2	yes	0.2633	0.2471	0.2700	0.1852	0.1568	0.1631	5	11	5	5	jaspar	0	0.0000	-3	+	0	-	-4	-	native	0.0221	no_consensus	2	no_consensus	2	0	0	0	29	yes
SKN7	Skn7_badis	badis		8	SKN7_jaspar_MA0381.2	14969	rep2	normal	no	SKN7_rossi_14969_m2	0.0001	-4.0000	24	weak	2	0.6576	2	yes	0.2992	0.3455	0.8913	1.6009	1.0899	2.3241	5	8	4	5	jaspar	1	0.3301	-4	+	0	+	-1	+	rossi	1.2553	no_consensus	2	no_consensus	2	0	0	0	29	yes
SKN7	Skn7_badis	badis		8	SKN7_jaspar_MA0381.2	14464	rep1	normal	no	SKN7_rossi_14464_m1	0.0008	-3.0706	17	weak	1		1		0.2633	0.2471	0.3562	0.3620	0.2682	0.3205	5	11	5	5	jaspar	0	0.0116	-3	+	0	-	-4	+	rossi	0.0734	no_consensus	2	no_consensus	2	0	0	0	29	yes
STB4	Stb4_murphy	murphy		8	STB4_jaspar_MA0391.1	18503	rep2	normal	no	STB4_rossi_18503_m1	0.0270	-1.5686	14	weak	1		1		0.1942	0.1582	0.6007	1.1165	0.5844	1.0055	7	15	7	7	jaspar	0	0.0654	-1	+	0	-	0	-	rossi	0.8473	no_consensus	1	no_consensus	1	0	0	0	14	yes
STB5	Stb5_murphy	murphy		10	STB5_jaspar_MA0392.1	14182	rep2	normal	no	STB5_rossi_14182_m1	0.0000	-20.1249	27	weak	1		1		0.1968	0.1514	0.1686	0.1601	0.1205	0.0833	8	13	8	8	jaspar	0	0.0000	0	+	0	+	-1	-	native	0.0680	no_consensus	2	no_consensus	2	0	0	0	37	yes
STB5	Stb5_murphy	murphy		10	STB5_jaspar_MA0392.1	11918	rep1	normal	no	STB5_rossi_11918_m1	0.0004	-3.3872	37	moderate	1		1		0.1968	0.1514	0.1924	0.1555	0.1071	0.0782	8	12	8	8	jaspar	0	0.0092	0	+	0	+	0	+	native	0.0732	no_consensus	2	no_consensus	2	0	0	0	37	yes
STE12	Ste12_murphy	murphy		8	STE12_jaspar_MA0393.1	12862	rep1	normal	no	STE12_rossi_12862_m1	0.0000	-13.3768	15	weak	1	10.5528	2	no	0.1180	0.0641	0.1003	0.0618	0.1181	0.1151	7	17	7	7	jaspar	0	0.0553	-1	+	0	+	0	-	jaspar	0.0023	no_consensus	2	no_consensus	1	0	0	0	19	no
STE12	Ste12_murphy	murphy		8	STE12_jaspar_MA0393.1	15802	rep2	normal	no	STE12_rossi_15802_m1	0.0000	-8.5376	19	weak	1		1		0.1180	0.0641	0.0280	0.0081	0.1082	0.0619	7	11	7	7	jaspar	0	0.0000	-1	+	0	+	-4	+	jaspar	0.0538	jaspar_is_odd	2	no_consensus	1	0	0	0	19	no
STP1	Stp1_murphy	murphy		9	STP1_jaspar_MA0394.1	14293	rep2	normal	no	STP1_rossi_14293_m1	0.0000	-10.6990	30	moderate	1		1		0.2559	0.2481	0.3900	0.4193	0.3867	0.5721	8	11	7	8	jaspar	1	0.0144	0	+	0	-	-4	-	rossi	0.1712	no_consensus	2	no_consensus	2	0	0	0	30	yes
STP1	Stp1_murphy	murphy		9	STP1_jaspar_MA0394.1	11808	rep1	normal	no	STP1_rossi_11808_m1	0.0000	-9.5850	30	moderate	1	3.9652	3	no	0.2085	0.1871	0.8669	1.8678	0.8525	1.7801	8	11	7	8	jaspar	1	0.3060	0	+	0	-	1	+	rossi	1.5929	no_consensus	2	no_consensus	2	0	0	0	30	yes
STP4	Stp4_zhu	zhu		10	STP4_jaspar_MA0397.2	20452	rep2	normal	no	STP4_rossi_20452_m1	0.0001	-3.8861	17	weak	1		1		0.6516	1.0957	0.1791	0.1318	0.6480	1.2720	6	10	6	6	jaspar	0	0.0784	0	+	0	+	-2	+	jaspar	0.9639	no_consensus	2	no_consensus	2	0	0	0	17	yes
STP4	Stp4_zhu	zhu		10	STP4_jaspar_MA0397.2	11929	rep1	normal	no	STP4_rossi_11929_m1	0.0490	-1.3098	13	weak	1		1		0.6516	1.0957	0.2025	0.1647	0.6558	1.4529	6	10	6	6	jaspar	0	0.1387	0	+	0	+	-1	-	jaspar	0.9310	no_consensus	2	no_consensus	2	0	0	0	17	yes
SUM1	Sum1_zhu	zhu		8	SUM1_jaspar_MA0398.2	11809	rep1	normal	no	SUM1_rossi_11809_m1	0.0000	-45.6383	120	strong	1	32.0696	3	no	0.3879	0.3191	0.4849	0.8036	0.4969	0.7106	8	11	6	8	native	2	0.0297	0	+	1	-	-4	-	rossi	0.3915	no_consensus	2	no_consensus	2	0	0	0	120	yes
SUM1	Sum1_zhu	zhu		8	SUM1_jaspar_MA0398.2	13776	rep2	normal	no	SUM1_rossi_13776_m1	0.0000	-29.4089	43	moderate	1		1		0.3713	0.2894	0.4852	0.8162	0.4552	0.5909	8	13	7	8	native	1	0.0939	0	+	1	-	-5	-	rossi	0.3015	no_consensus	2	no_consensus	2	0	0	0	120	yes
SUT1	Sut1_murphy	murphy		10	SUT1_jaspar_MA0399.1	11997	rep1	normal	no	SUT1_rossi_11997_m1	0.0000	-13.9208	44	moderate	1	9.9208	2	no	0.4543	0.7708	0.7893	1.5890	0.7793	1.4813	7	11	6	7	jaspar	1	0.3352	-3	+	0	-	-5	-	rossi	0.7105	no_consensus	1	no_consensus	1	0	0	0	44	yes
TEA1	Tea1_zhu	zhu		12	TEA1_jaspar_MA0405.1	14369	rep1	normal	no	TEA1_rossi_14369_m1	0.0000	-29.0132	21	weak	1		1		0.3367	0.5317	0.2466	0.2440	0.2252	0.2001	8	18	7	8	jaspar	1	0.0513	-1	+	0	+	1	-	native	0.0439	no_consensus	2	no_consensus	2	0	0	0	21	yes
TEA1	Tea1_zhu	zhu		12	TEA1_jaspar_MA0405.1	14657	rep2	normal	no	TEA1_rossi_14657_m1	0.0000	-25.2518	21	weak	1		1		0.3279	0.4803	0.2028	0.1467	0.2663	0.3259	8	18	8	8	jaspar	0	0.0782	-1	+	0	+	-1	+	jaspar	0.1792	no_consensus	2	no_consensus	2	0	0	0	21	yes
YRR1	Yrr1_zhu	zhu		10	YRR1_jaspar_MA0439.2	17054	rep2	normal	no	YRR1_rossi_17054_m1	0.0000	-77.5086	85	moderate	1	73.1807	2	no	0.1823	0.0981	0.1613	0.1139	0.1383	0.0766	10	18	10	10	native	0	0.0000	0	+	0	-	-3	+	native	0.0215	no_consensus	2	no_consensus	2	0	0	0	85	yes
YRR1	Yrr1_zhu	zhu		10	YRR1_jaspar_MA0439.2	14852	rep1	normal	no	YRR1_rossi_14852_m1	0.0000	-45.5850	32	moderate	1		1		0.1823	0.0981	0.1296	0.0777	0.1555	0.1206	10	17	10	10	native	0	0.0000	0	+	0	-	-2	+	jaspar	0.0204	no_consensus	2	no_consensus	2	0	0	0	85	yes
ZAP1	Zap1_murphy	murphy		12	ZAP1_jaspar_MA0440.1	11817	rep1	normal	no	ZAP1_rossi_11817_m1	0.0000	-7.4318	7	weak	1		1		0.1896	0.1611	0.1843	0.1831	0.1595	0.1627	15	13	12	12	native	0	0.0000	0	+	0	+	-1	-	rossi	0.0016	no_consensus	2	no_consensus	2	0	0	0	9	yes
ZAP1	Zap1_murphy	murphy		12	ZAP1_jaspar_MA0440.1	11983	rep2	normal	no	ZAP1_rossi_11983_m1	0.0320	-1.4949	9	weak	1		1		0.2059	0.1757	0.5405	0.8843	0.6471	1.1990	15	21	11	12	native	1	0.0201	0	+	0	+	1	-	rossi	0.7087	no_consensus	2	no_consensus	2	0	0	0	9	yes
MBP1	Mbp1_zhu	zhu		9	MBP1_jaspar_MA0329.2	12937	rep1	normal	no	MBP1_rossi_12937_m1	0.0000	-58.8539	86	moderate	1	49.1761	2	no	0.1270	0.0836	0.0790	0.0350	0.1021	0.0418	5	21	5	5	jaspar	0	0.0000	-1	+	0	+	-11	+	jaspar	0.0067	ambiguous	2	ambiguous	1	0	0	0	86	no
MBP1	Mbp1_zhu	zhu		9	MBP1_jaspar_MA0329.2	15655	rep2	normal	no	MBP1_rossi_15655_m1	0.0000	-6.9586	19	weak	1		1		0.1270	0.0836	0.0548	0.0189	0.1730	0.1543	5	8	5	5	jaspar	0	0.0000	-1	+	0	+	-3	-	jaspar	0.0647	jaspar_is_odd	2	ambiguous	1	0	0	0	86	no
TBF1	Tbf1_zhu	zhu	yes	8	TBF1_jaspar_MA0403.3	14155	rep2	normal	no	TBF1_rossi_14155_m1	0.0000	-182.1367	170	strong	1	172.4791	2	no	0.1005	0.0444	0.1426	0.0736	0.1229	0.0707	8	15	8	8	native	0	0.0000	0	+	0	+	-2	+	rossi	0.0263	ambiguous	2	ambiguous	2	0	0	0	170	yes
TBF1	Tbf1_zhu	zhu	yes	8	TBF1_jaspar_MA0403.3	11825	rep1	normal	no	TBF1_rossi_11825_m1	0.0000	-138.4559	166	strong	1	130.9744	3	no	0.1005	0.0444	0.1535	0.0810	0.1292	0.0720	8	8	8	8	native	0	0.0000	0	+	0	+	0	-	rossi	0.0277	ambiguous	2	ambiguous	2	0	0	0	170	yes
AFT2	Aft2_badis	badis		6	AFT2_jaspar_MA0270.2	11942	rep1	normal	no	AFT2_rossi_11942_m1	0.0000	-6.2007	22	weak	1		1		0.0293	0.0047	0.0604	0.0166	0.0526	0.0171	6	10	6	6	native	0	0.0000	0	+	0	+	-4	-	rossi	0.0119	all_three_agree	1	all_three_agree	1	0	0	0	22	yes
CBF1	Cbf1_zhu	zhu		6	CBF1_jaspar_MA0281.3	24636	rep2	normal	no	CBF1_rossi_24636_m1	0.0000	-271.9208	131	strong	1		1		0.0355	0.0069	0.0474	0.0133	0.0157	0.0023	10	15	6	6	native	0	0.0000	0	+	-2	+	-2	-	native	0.0046	all_three_agree	2	all_three_agree	2	0	0	0	131	yes
CBF1	Cbf1_zhu	zhu		6	CBF1_jaspar_MA0281.3	10352	rep1	normal	no	CBF1_rossi_10352_m1	0.0000	-228.4685	97	moderate	1	227.1498	2	no	0.0355	0.0069	0.0469	0.0115	0.0123	0.0017	10	12	6	6	native	0	0.0000	0	+	-2	-	-3	+	native	0.0051	all_three_agree	2	all_three_agree	2	0	0	0	131	yes
GCN4	Gcn4_zhu	zhu		9	GCN4_jaspar_MA0303.3	18488	rep2	normal	no	GCN4_rossi_18488_m1	0.0000	-46.1487	39	moderate	1	40.7922	2	no	0.0531	0.0130	0.1065	0.0431	0.0644	0.0191	8	8	7	8	jaspar	1	-0.0000	0	+	0	-	1	+	rossi	0.0061	all_three_agree	2	all_three_agree	2	0	0	0	39	yes
GCN4	Gcn4_zhu	zhu		9	GCN4_jaspar_MA0303.3	16046	rep1	normal	no	GCN4_rossi_16046_m1	0.0000	-25.6383	24	weak	1		1		0.0724	0.0268	0.1142	0.0549	0.1007	0.0533	8	13	8	8	jaspar	0	0.0000	0	+	0	-	0	-	rossi	0.0265	all_three_agree	2	all_three_agree	2	0	0	0	39	yes
MET31	Met31_badis	badis		10	MET31_jaspar_MA0333.2	11806	rep1	normal	no	MET31_rossi_11806_m1	0.0000	-23.6778	25	weak	1	21.8819	2	no	0.0621	0.0378	0.0918	0.0561	0.0382	0.0184	6	11	6	6	jaspar	0	0.0000	-3	+	0	+	-4	+	native	0.0194	all_three_agree	2	all_three_agree	1	0	0	0	25	no
MET31	Met31_badis	badis		10	MET31_jaspar_MA0333.2	15634	rep2	normal	no	MET31_rossi_15634_m1	0.0000	-11.0410	9	weak	1		1		0.0621	0.0378	0.0354	0.0130	0.0811	0.0639	6	11	6	6	jaspar	0	0.0000	-3	+	0	+	-5	+	jaspar	0.0248	ambiguous	2	all_three_agree	1	0	0	0	25	no
NRG1	Nrg1_zhu	zhu		9	NRG1_jaspar_MA0347.3	14812	rep2	normal	no	NRG1_rossi_14812_m1	0.0000	-30.0362	37	moderate	1	27.2667	2	no	0.0720	0.0249	0.0531	0.0153	0.0911	0.0320	8	9	8	8	jaspar	0	0.0000	0	+	0	+	0	-	jaspar	0.0097	all_three_agree	1	all_three_agree	1	0	0	0	37	yes
PDR3	Pdr3_murphy	murphy		10	PDR3_jaspar_MA0353.1	20443	rep2	normal	no	PDR3_rossi_20443_m1	0.0000	-9.4815	11	weak	1	5.5229	2	no	0.0414	0.0161	0.0471	0.0182	0.0146	0.0076	8	11	8	8	jaspar	0	0.0000	-1	+	0	-	-2	+	native	0.0085	all_three_agree	2	all_three_agree	2	0	0	0	11	yes
PDR3	Pdr3_murphy	murphy		10	PDR3_jaspar_MA0353.1	17769	rep1	normal	no	PDR3_rossi_17769_m1	0.0000	-7.5686	6	weak	1		1		0.0414	0.0161	0.0414	0.0161	0.0000	0.0000	8	12	8	8	jaspar	0	0.0000	-1	+	0	-	0	-	native	0.0161	all_three_agree	2	all_three_agree	2	0	0	0	11	yes
REB1	Reb1_badis	badis	yes	8	REB1_jaspar_MA0363.3	12141	rep1	normal	no	REB1_rossi_12141_m1	0.0000	-500.0000	190	strong	1	495.1761	2	no	0.0764	0.0246	0.0735	0.0254	0.0391	0.0103	9	12	8	8	native	0	0.0000	0	+	0	+	-1	-	native	0.0143	all_three_agree	2	all_three_agree	2	0	0	0	190	yes
REB1	Reb1_badis	badis	yes	8	REB1_jaspar_MA0363.3	12467	rep2	normal	no	REB1_rossi_12467_m1	0.0000	-500.0000	174	strong	1	496.5051	2	no	0.0764	0.0246	0.0677	0.0224	0.0391	0.0088	9	12	8	8	native	0	0.0000	0	+	0	+	-2	-	native	0.0136	all_three_agree	2	all_three_agree	2	0	0	0	190	yes
SKO1	Sko1_murphy	murphy	yes	8	SKO1_jaspar_MA0382.3	15654	rep2	normal	no	SKO1_rossi_15654_m1	0.0000	-269.1024	183	strong	1		1		0.0731	0.0353	0.0772	0.0436	0.0405	0.0084	10	11	8	8	native	0	0.0000	0	+	0	+	-1	-	native	0.0269	all_three_agree	2	all_three_agree	1	0	0	0	183	no
SKO1	Sko1_murphy	murphy	yes	8	SKO1_jaspar_MA0382.3	14594	rep1	normal	no	SKO1_rossi_14594_m1	0.0000	-87.8861	66	moderate	1		1		0.0731	0.0353	0.1042	0.0727	0.0541	0.0169	10	12	8	8	native	0	0.0000	0	+	0	+	-2	-	native	0.0184	ambiguous	2	all_three_agree	1	0	0	0	183	no
UME6	Ume6_zhu	zhu	yes	8	UME6_jaspar_MA0412.3	11017	rep1	normal	no	UME6_rossi_11017_m1	0.0000	-500.0000	196	strong	1		1		0.1029	0.0435	0.0548	0.0144	0.0525	0.0131	12	13	8	8	native	0	0.0000	0	+	-2	-	-2	+	native	0.0013	all_three_agree	2	all_three_agree	2	0	0	0	196	yes
UME6	Ume6_zhu	zhu	yes	8	UME6_jaspar_MA0412.3	13775	rep2	normal	no	UME6_rossi_13775_m1	0.0000	-500.0000	190	strong	1		1		0.1029	0.0435	0.0609	0.0150	0.0497	0.0118	12	15	8	8	native	0	0.0000	0	+	-2	-	-4	-	native	0.0032	all_three_agree	2	all_three_agree	2	0	0	0	196	yes
NHP6A	Nhp6a_zhu	zhu	yes	7		12052	rep1	normal	no	NHP6A_rossi_12052_m1	0.0000	-237.1805	123	strong	1		1				0.5710	0.9513				15	7	7	native	0	0.0000	0	+			-6	+			two_datasets_only	2	two_datasets_only	2	0	0	0	123	yes
NHP6A	Nhp6a_zhu	zhu	yes	7		14606	rep2	normal	no	NHP6A_rossi_14606_m1	0.0000	-38.1367	19	weak	1		1				0.5712	0.9855				15	7	7	native	0	0.0000	0	+			-5	-			two_datasets_only	2	two_datasets_only	2	0	0	0	123	yes
NRG2	Nrg2_murphy	murphy		8		16023	rep2	normal	no	NRG2_rossi_16023_m1	0.0000	-9.7212	25	weak	1		1				0.0920	0.0369				11	8	8	native	0	-0.0000	0	+			0	-			two_datasets_only	1	two_datasets_only	1	0	0	0	25	yes
