chr	start	end	name	v	strand	in_body	near_rna	d_tss	d_end	in_prom	in_end	subtel	cls_prom_first	cls_body_first	ambiguous	n_pass	n_seen	best_fold	best_logp	has_motif
chrXIV	466730	466731	chr14_466730_466731	1000	.	False	False	397.0	88.0	False	True	False	gene end	gene end	False	2	2	3.082	-141.046	True
chrXII	795231	795232	chr12_795231_795232	1000	.	False	True	668.0	341.0	False	False	False	other intergenic	other intergenic	False	1	1	1.943	-84.777	False
chrVII	596358	596359	chr7_596358_596359	1000	.	False	False	-334.0	-1373.0	True	False	False	promoter	promoter	False	3	3	4.024	-260.317	True
chrXIII	790003	790004	chr13_790003_790004	1000	.	False	False	-164.0	201.0	True	True	False	promoter	promoter	True	2	2	2.812	-116.895	True
chrXV	970117	970118	chr15_970117_970118	1000	.	False	False	-460.0	-1777.0	True	False	False	promoter	promoter	False	3	3	3.529	-201.238	True
chrXIV	167963	167964	chr14_167963_167964	1000	.	False	False	-173.0	79.0	True	True	False	promoter	promoter	True	3	3	3.864	-177.663	True
chrVIII	284743	284744	chr8_284743_284744	1000	.	False	False	-118.0	95.0	True	True	False	promoter	promoter	True	2	2	3.062	-140.621	True
chrX	683832	683833	chr10_683832_683833	1000	.	False	False	-547.0	-4876.0	False	False	False	other intergenic	other intergenic	False	1	1	2.853	-86.725	True
chrVII	131400	131401	chr7_131400_131401	1000	.	False	False	-124.0	231.0	True	True	False	promoter	promoter	True	2	2	3.154	-121.78	True
chrXIII	701335	701336	chr13_701335_701336	1000	.	False	False	-296.0	-2032.0	True	False	False	promoter	promoter	False	2	2	3.369	-178.991	True
chrX	94686	94687	chr10_94686_94687	1000	.	False	False	-156.0	125.0	True	True	False	promoter	promoter	True	2	2	3.153	-210.944	True
chrVIII	50863	50864	chr8_50863_50864	1000	.	False	False	-247.0	283.0	True	True	False	promoter	promoter	True	3	3	4.051	-186.181	True
chrIII	65724	65725	chr3_65724_65725	1000	.	False	False	-156.0	209.0	True	True	False	promoter	promoter	True	2	2	2.949	-126.728	True
chrXIV	694174	694175	chr14_694174_694175	1000	.	False	False	-127.0	186.0	True	True	False	promoter	promoter	True	3	3	3.471	-148.65	True
chrXV	738157	738158	chr15_738157_738158	1000	.	False	False	-162.0	-375.0	True	False	False	promoter	promoter	False	2	2	3.285	-152.594	True
chrVII	848279	848280	chr7_848279_848280	1000	.	True	False	144.0	549.0	False	False	False	gene body	gene body	False	2	2	2.431	-37.828	True
chrXVI	736827	736828	chr16_736827_736828	1000	.	False	False	-394.0	156.0	True	True	False	promoter	promoter	True	3	3	4.766	-167.524	True
chrXI	525190	525191	chr11_525190_525191	1000	.	False	False	-66.0	196.0	True	True	False	promoter	promoter	True	3	3	3.798	-171.377	True
chrII	682062	682063	chr2_682062_682063	1000	.	False	True	1028.0	116.0	False	True	False	gene end	gene end	False	2	2	3.594	-162.492	True
chrXV	216486	216487	chr15_216486_216487	1000	.	False	False	-349.0	-1962.0	True	False	False	promoter	promoter	False	3	3	3.434	-202.927	False
chrXI	21500	21501	chr11_21500_21501	1000	.	False	False	-733.0	-2584.0	False	False	True	other intergenic	other intergenic	False	3	3	4.117	-139.8	True
chrXII	924816	924817	chr12_924816_924817	1000	.	False	False	-72.0	-264.0	True	False	False	promoter	promoter	False	3	3	3.909	-208.277	True
chrIV	1367327	1367328	chr4_1367327_1367328	1000	.	False	False	-157.0	45.0	True	True	False	promoter	promoter	True	3	3	3.28	-163.368	True
chrX	415893	415894	chr10_415893_415894	1000	.	False	True	-1123.0	-1609.0	False	False	False	other intergenic	other intergenic	False	3	3	3.373	-486.971	True
chrXVI	594029	594030	chr16_594029_594030	1000	.	False	False	-112.0	-544.0	True	False	False	promoter	promoter	False	2	2	2.669	-109.099	True
chrXVI	911121	911122	chr16_911121_911122	1000	.	False	False	-99.0	-679.0	True	False	False	promoter	promoter	False	1	1	2.787	-61.887	True
chrIV	1490754	1490755	chr4_1490754_1490755	1000	.	True	False	159.0	-81.0	False	True	False	gene end	gene body	True	0	0			False
chrXII	796707	796708	chr12_796707_796708	1000	.	True	True	371.0	-10.0	False	True	False	gene end	gene body	True	0	0			False
chrXV	1009828	1009829	chr15_1009828_1009829	1000	.	False	False	-116.0	-605.0	True	False	False	promoter	promoter	False	2	2	2.993	-114.309	True
chrXII	721647	721648	chr12_721647_721648	1000	.	False	False	-217.0	53.0	True	True	False	promoter	promoter	True	2	2	3.236	-108.027	True
chrIV	121868	121869	chr4_121868_121869	1000	.	False	False	-276.0	-1721.0	True	False	False	promoter	promoter	False	3	3	3.193	-141.825	True
chrX	640516	640517	chr10_640516_640517	1000	.	False	False	-308.0	65.0	True	True	False	promoter	promoter	True	3	3	4.065	-160.02	True
chrIX	285357	285358	chr9_285357_285358	1000	.	False	False	-308.0	-2072.0	True	False	False	promoter	promoter	False	2	2	3.291	-98.626	True
chrVII	625363	625364	chr7_625363_625364	1000	.	True	False	-577.0	-40.0	False	True	False	gene end	gene body	True	3	3	3.956	-182.852	True
chrXIII	241909	241910	chr13_241909_241910	1000	.	False	False	-373.0	79.0	True	True	False	promoter	promoter	True	2	2	2.913	-137.358	True
chrII	647330	647331	chr2_647330_647331	1000	.	False	False	-198.0	-1173.0	True	False	False	promoter	promoter	False	2	2	3.125	-124.586	True
chrIX	96737	96738	chr9_96737_96738	1000	.	False	True	-12.0	-216.0	True	False	False	promoter	promoter	False	2	2	2.837	-227.898	True
chrXI	578396	578397	chr11_578396_578397	1000	.	True	False	111.0	-210.0	False	False	False	gene body	gene body	False	3	3	3.701	-162.197	True
chrVII	280689	280690	chr7_280689_280690	1000	.	False	False	-166.0	87.0	True	True	False	promoter	promoter	True	3	3	3.358	-141.578	True
chrX	703731	703732	chr10_703731_703732	1000	.	False	False	-153.0	-507.0	True	False	False	promoter	promoter	False	3	3	4.496	-192.411	True
chrV	404528	404529	chr5_404528_404529	1000	.	False	False	-176.0	-1658.0	True	False	False	promoter	promoter	False	1	1	2.72	-72.137	True
chrVIII	55470	55471	chr8_55470_55471	1000	.	True	False	620.0	-379.0	False	False	False	gene body	gene body	False	1	1	2.177	-41.222	True
chrXVI	113996	113997	chr16_113996_113997	1000	.	True	False	-1315.0	-319.0	False	False	False	gene body	gene body	False	3	3	3.237	-121.506	True
chrX	604369	604370	chr10_604369_604370	1000	.	False	False	-166.0	199.0	True	True	False	promoter	promoter	True	3	3	4.37	-150.935	True
chrXIV	413359	413360	chr14_413359_413360	1000	.	False	False	-279.0	160.0	True	True	False	promoter	promoter	True	1	1	2.896	-46.798	False
chrXII	125142	125143	chr12_125142_125143	1000	.	False	False	-391.0	-2113.0	True	False	False	promoter	promoter	False	3	3	3.838	-224.267	True
chrXIII	675375	675376	chr13_675375_675376	1000	.	False	False	-520.0	-1462.0	False	False	False	other intergenic	other intergenic	False	3	3	5.068	-163.672	True
chrVII	306429	306430	chr7_306429_306430	1000	.	False	False	-130.0	-580.0	True	False	False	promoter	promoter	False	2	2	3.027	-102.411	True
chrVIII	341630	341631	chr8_341630_341631	1000	.	False	False	-34.0	-490.0	True	False	False	promoter	promoter	False	2	2	2.687	-95.988	True
chrXIV	140638	140639	chr14_140638_140639	1000	.	False	False	-239.0	253.0	True	True	False	promoter	promoter	True	3	3	3.739	-160.224	True
chrXII	384650	384651	chr12_384650_384651	1000	.	False	False	-116.0	74.0	True	True	False	promoter	promoter	True	3	3	3.418	-130.634	True
chrV	491225	491226	chr5_491225_491226	1000	.	False	False	-261.0	304.0	True	False	False	promoter	promoter	False	1	1	3.319	-207.395	False
chrXII	581893	581894	chr12_581893_581894	1000	.	False	False	-122.0	112.0	True	True	False	promoter	promoter	True	3	3	3.753	-137.171	True
chrIII	262824	262825	chr3_262824_262825	1000	.	False	False	-91.0	-445.0	True	False	False	promoter	promoter	False	2	2	3.824	-176.419	False
chrVII	465604	465605	chr7_465604_465605	1000	.	False	False	-169.0	-562.0	True	False	False	promoter	promoter	False	1	1	3.046	-71.051	True
chrVI	58393	58394	chr6_58393_58394	1000	.	False	False	-388.0	684.0	True	False	False	promoter	promoter	False	3	3	3.597	-161.108	True
chrXII	921597	921598	chr12_921597_921598	1000	.	False	False	-1.0	624.0	True	False	False	promoter	promoter	False	3	3	4.131	-400.232	True
chrIV	341288	341289	chr4_341288_341289	1000	.	False	False	-330.0	-661.0	True	False	False	promoter	promoter	False	1	1	3.05	-21.705	False
chrII	615465	615466	chr2_615465_615466	1000	.	True	False	391.0	-263.0	False	False	False	gene body	gene body	False	3	3	2.763	-103.322	True
chrX	623436	623437	chr10_623436_623437	1000	.	False	False	-144.0	-887.0	True	False	False	promoter	promoter	False	3	3	3.93	-152.991	True
chrIV	848059	848060	chr4_848059_848060	1000	.	False	False	-11.0	-164.0	True	False	False	promoter	promoter	False	1	1	3.567	-80.814	True
chrV	382363	382364	chr5_382363_382364	1000	.	False	False	-260.0	231.0	True	True	False	promoter	promoter	True	2	2	3.392	-84.508	True
chrXI	93455	93456	chr11_93455_93456	1000	.	False	False	-157.0	-712.0	True	False	False	promoter	promoter	False	1	1	2.736	-50.59	True
chrXIV	624520	624521	chr14_624520_624521	1000	.	True	False	1309.0	-101.0	False	False	False	gene body	gene body	False	3	3	2.723	-117.025	True
chrIV	1289028	1289029	chr4_1289028_1289029	1000	.	False	False	-169.0	-814.0	True	False	False	promoter	promoter	False	0	3	3.364	-136.334	False
chrXI	385624	385625	chr11_385624_385625	1000	.	False	False	-133.0	-1582.0	True	False	False	promoter	promoter	False	2	2	3.304	-173.018	True
chrXII	838655	838656	chr12_838655_838656	225	.	True	False	598.0	-590.0	False	False	False	gene body	gene body	False	0	0			False
chrIV	1385909	1385910	chr4_1385909_1385910	1000	.	False	False	-143.0	-386.0	True	False	False	promoter	promoter	False	2	2	2.641	-83.636	True
chrVIII	267376	267377	chr8_267376_267377	1000	.	False	False	-161.0	-716.0	True	False	False	promoter	promoter	False	3	3	3.097	-96.886	True
chrXIII	453862	453863	chr13_453862_453863	1000	.	False	False	-152.0	-1694.0	True	False	False	promoter	promoter	False	2	2	2.971	-101.98	True
chrXI	469520	469521	chr11_469520_469521	1000	.	False	False	-196.0	-1819.0	True	False	False	promoter	promoter	False	3	3	3.393	-174.776	True
chrXI	361981	361982	chr11_361981_361982	1000	.	False	False	-153.0	-924.0	True	False	False	promoter	promoter	False	1	1	2.703	-47.338	True
chrXI	402248	402249	chr11_402248_402249	1000	.	False	False	-168.0	-1270.0	True	False	False	promoter	promoter	False	2	2	3.216	-89.401	True
chrVII	76540	76541	chr7_76540_76541	1000	.	False	False	-353.0	-1367.0	True	False	False	promoter	promoter	False	1	1	3.227	-271.383	False
chrVII	482230	482231	chr7_482230_482231	182	.	True	False	436.0	710.0	False	False	False	gene body	gene body	False	0	0			False
chrXVI	701756	701757	chr16_701756_701757	792	.	True	False	1163.0	-214.0	False	False	False	gene body	gene body	False	2	2	2.395	-89.92	False
chrXV	472343	472344	chr15_472343_472344	1000	.	True	False	-381.0	-254.0	True	False	False	promoter	gene body	True	1	1	2.498	-127.814	False
chrIV	272057	272058	chr4_272057_272058	1000	.	False	False	-156.0	-1540.0	True	False	False	promoter	promoter	False	2	2	3.032	-83.976	True
chrX	83895	83896	chr10_83895_83896	1000	.	False	False	-172.0	76.0	True	True	False	promoter	promoter	True	2	2	3.213	-173.288	True
chrXII	1043740	1043741	chr12_1043740_1043741	1000	.	False	False	-257.0	-1942.0	True	False	False	promoter	promoter	False	2	2	3.231	-102.729	True
chrIX	261038	261039	chr9_261038_261039	1000	.	False	False	-398.0	119.0	True	True	False	promoter	promoter	True	3	3	4.205	-132.248	True
chrIV	848188	848189	chr4_848188_848189	1000	.	True	False	118.0	-35.0	False	True	False	gene end	gene body	True	0	0			False
chrXV	1003354	1003355	chr15_1003354_1003355	1000	.	False	False	-129.0	-2208.0	True	False	False	promoter	promoter	False	2	2	2.906	-89.356	True
chrIV	87361	87362	chr4_87361_87362	1000	.	False	False	-135.0	-621.0	True	False	False	promoter	promoter	False	3	3	4.284	-121.989	True
chrVII	1058960	1058961	chr7_1058960_1058961	1000	.	False	False	-236.0	54.0	True	True	False	promoter	promoter	True	2	2	3.095	-110.43	True
chrXI	263203	263204	chr11_263203_263204	1000	.	False	False	-145.0	90.0	True	True	False	promoter	promoter	True	3	3	3.894	-177.915	True
chrII	478785	478786	chr2_478785_478786	772	.	True	False	-552.0	-262.0	False	False	False	gene body	gene body	False	2	2	2.378	-87.432	False
chrVI	224986	224987	chr6_224986_224987	1000	.	False	False	-217.0	33.0	True	True	False	promoter	promoter	True	0	0			False
chrIV	1402852	1402853	chr4_1402852_1402853	865	.	False	True	-469.0	288.0	True	True	False	promoter	promoter	True	2	2	2.562	-85.248	False
chrXIII	742861	742862	chr13_742861_742862	1000	.	False	False	-109.0	-583.0	True	False	False	promoter	promoter	False	2	2	2.643	-75.587	True
chrXIV	48157	48158	chr14_48157_48158	1000	.	False	False	-129.0	-1059.0	True	False	False	promoter	promoter	False	2	2	3.042	-92.826	True
chrV	225475	225476	chr5_225475_225476	1000	.	False	False	-276.0	-1379.0	True	False	False	promoter	promoter	False	0	0			True
chrV	85261	85262	chr5_85261_85262	1000	.	True	False	284.0	-217.0	False	False	False	gene body	gene body	False	2	2	3.387	-50.927	False
chrXIII	831587	831588	chr13_831587_831588	1000	.	False	False	-258.0	-1666.0	True	False	False	promoter	promoter	False	2	2	3.301	-95.909	True
chrXV	117567	117568	chr15_117567_117568	1000	.	False	False	-113.0	-1172.0	True	False	False	promoter	promoter	False	2	2	2.949	-101.297	True
chrV	509988	509989	chr5_509988_509989	1000	.	False	False	-384.0	190.0	True	True	False	promoter	promoter	True	3	3	3.991	-178.203	True
chrX	555062	555063	chr10_555062_555063	1000	.	False	False	-132.0	-510.0	True	False	False	promoter	promoter	False	1	1	3.142	-54.455	True
chrXIV	283866	283867	chr14_283866_283867	1000	.	False	False	-393.0	857.0	True	False	False	promoter	promoter	False	0	0			False
chrIX	348977	348978	chr9_348977_348978	1000	.	False	False	-144.0	-1026.0	True	False	False	promoter	promoter	False	3	3	3.183	-115.93	True
chrXV	780492	780493	chr15_780492_780493	236	.	False	True	-413.0	308.0	True	False	False	promoter	promoter	False	1	1	1.214	-20.58	False
chrVIII	422655	422656	chr8_422655_422656	1000	.	False	False	-369.0	-806.0	True	False	False	promoter	promoter	False	0	0			False
chrIV	652517	652518	chr4_652517_652518	1000	.	False	False	-1089.0	-1911.0	False	False	False	other intergenic	other intergenic	False	1	1	3.078	-43.368	False
chrIII	61526	61527	chr3_61526_61527	1000	.	False	False	-131.0	-686.0	True	False	False	promoter	promoter	False	2	2	2.686	-80.483	True
chrXVI	892210	892211	chr16_892210_892211	1000	.	False	False	-121.0	102.0	True	True	False	promoter	promoter	True	2	2	3.167	-74.066	True
chrXIV	500566	500567	chr14_500566_500567	260	.	False	False	886.0	310.0	False	False	False	other intergenic	other intergenic	False	1	1	1.429	-36.844	True
chrII	145975	145976	chr2_145975_145976	1000	.	False	False	-211.0	-910.0	True	False	False	promoter	promoter	False	1	1	3.964	-283.726	True
chrXIII	434440	434441	chr13_434440_434441	1000	.	False	False	-347.0	-1475.0	True	False	False	promoter	promoter	False	3	3	4.714	-147.378	True
chrVI	103345	103346	chr6_103345_103346	1000	.	False	False	-218.0	-587.0	True	False	False	promoter	promoter	False	1	1	3.064	-56.312	True
chrIV	452838	452839	chr4_452838_452839	1000	.	False	False	-206.0	-812.0	True	False	False	promoter	promoter	False	3	3	3.68	-144.979	True
chrIX	399664	399665	chr9_399664_399665	1000	.	False	False	-112.0	428.0	True	False	False	promoter	promoter	False	3	3	3.454	-213.496	True
chrIV	1276524	1276525	chr4_1276524_1276525	1000	.	False	False	645.0	129.0	False	True	False	gene end	gene end	False	3	3	3.688	-117.172	True
chrXIV	247281	247282	chr14_247281_247282	1000	.	False	False	-177.0	-822.0	True	False	False	promoter	promoter	False	1	1	2.909	-51.173	True
chrXII	232466	232467	chr12_232466_232467	75	.	True	False	-453.0	-77.0	True	True	False	promoter	gene body	True	2	2	1.647	-15.294	False
chrXVI	656688	656689	chr16_656688_656689	970	.	False	False	-110.0	-656.0	True	False	False	promoter	promoter	False	3	3	3.436	-84.563	True
chrIV	228989	228990	chr4_228989_228990	1000	.	False	False	-181.0	274.0	True	True	False	promoter	promoter	True	2	2	3.06	-82.083	True
chrVII	481781	481782	chr7_481781_481782	67	.	True	False	885.0	1159.0	False	False	False	gene body	gene body	False	0	0			False
chrXIII	424827	424828	chr13_424827_424828	908	.	False	False	-99.0	-1232.0	True	False	False	promoter	promoter	False	3	3	3.636	-73.4	True
chrXIII	861334	861335	chr13_861334_861335	1000	.	False	False	-443.0	-2120.0	True	False	False	promoter	promoter	False	2	2	4.637	-494.238	True
chrIV	716756	716757	chr4_716756_716757	1000	.	False	False	-134.0	33.0	True	True	False	promoter	promoter	True	2	2	2.858	-68.062	True
chrXII	720497	720498	chr12_720497_720498	847	.	False	False	-127.0	273.0	True	True	False	promoter	promoter	True	3	3	3.088	-78.362	True
chrXVI	554466	554467	chr16_554466_554467	1000	.	False	False	-138.0	-840.0	True	False	False	promoter	promoter	False	2	2	2.535	-71.182	True
chrXII	665227	665228	chr12_665227_665228	1000	.	False	False	-225.0	-1944.0	True	False	False	promoter	promoter	False	3	3	3.315	-86.771	True
chrXVI	251915	251916	chr16_251915_251916	1000	.	False	False	-247.0	118.0	True	True	False	promoter	promoter	True	2	2	2.754	-38.122	True
chrX	207703	207704	chr10_207703_207704	1000	.	False	False	-173.0	254.0	True	True	False	promoter	promoter	True	1	1	2.515	-21.57	True
chrXVI	75298	75299	chr16_75298_75299	1000	.	False	False	-403.0	400.0	True	False	False	promoter	promoter	False	2	2	2.635	-99.017	True
chrXVI	277702	277703	chr16_277702_277703	1000	.	False	False	-173.0	692.0	True	False	False	promoter	promoter	False	3	3	3.778	-115.615	True
chrX	312834	312835	chr10_312834_312835	991	.	False	False	-128.0	181.0	True	True	False	promoter	promoter	True	2	2	3.195	-107.378	True
chrXVI	701332	701333	chr16_701332_701333	500	.	True	False	739.0	-638.0	False	False	False	gene body	gene body	False	2	2	2.414	-42.642	False
chrIV	198549	198550	chr4_198549_198550	1000	.	False	False	-373.0	112.0	True	True	False	promoter	promoter	True	3	3	3.211	-88.39	True
chrII	394218	394219	chr2_394218_394219	475	.	True	False	1096.0	-524.0	False	False	False	gene body	gene body	False	1	3	1.916	-31.289	True
chrXV	772336	772337	chr15_772336_772337	1000	.	False	False	-264.0	223.0	True	True	False	promoter	promoter	True	2	2	3.455	-81.263	True
chrXIII	408074	408075	chr13_408074_408075	1000	.	True	False	366.0	490.0	False	False	False	gene body	gene body	False	1	1	2.548	-91.097	False
chrXIII	271991	271992	chr13_271991_271992	1000	.	False	False	-201.0	-645.0	True	False	False	promoter	promoter	False	3	3	3.86	-317.105	False
chrXIII	272010	272011	chr13_272010_272011	1000	.	False	False	-182.0	-653.0	True	False	False	promoter	promoter	False	3	3	3.86	-317.105	False
chrXI	176633	176634	chr11_176633_176634	1000	.	False	False	-147.0	-791.0	True	False	False	promoter	promoter	False	3	3	3.015	-117.665	True
chrXV	643292	643293	chr15_643292_643293	1000	.	True	False	552.0	-15.0	False	True	False	gene end	gene body	True	3	3	3.068	-97.464	True
chrIV	501660	501661	chr4_501660_501661	1000	.	False	False	561.0	92.0	False	True	False	gene end	gene end	False	1	1	3.028	-40.401	True
chrXI	554793	554794	chr11_554793_554794	1000	.	False	False	-193.0	173.0	True	True	False	promoter	promoter	True	3	3	4.025	-188.191	True
chrIV	542197	542198	chr4_542197_542198	852	.	False	True	-994.0	476.0	False	False	False	other intergenic	other intergenic	False	1	1	2.463	-38.324	True
chrIV	1489223	1489224	chr4_1489223_1489224	424	.	False	False	-179.0	-269.0	True	False	False	promoter	promoter	False	2	2	1.942	-50.465	False
chrXVI	529482	529483	chr16_529482_529483	1000	.	False	False	-132.0	-498.0	True	False	False	promoter	promoter	False	3	3	4.65	-110.743	True
chrXVI	666163	666164	chr16_666163_666164	1000	.	True	False	80.0	-376.0	True	False	False	promoter	gene body	True	3	3	3.926	-68.356	True
chrXII	862399	862400	chr12_862399_862400	1000	.	False	False	-145.0	-682.0	True	False	False	promoter	promoter	False	3	3	4.581	-120.895	True
chrII	297944	297945	chr2_297944_297945	1000	.	False	False	-202.0	-1576.0	True	False	False	promoter	promoter	False	3	3	3.214	-108.415	True
chrXVI	257323	257324	chr16_257323_257324	1000	.	True	False	-556.0	-108.0	False	False	False	gene body	gene body	False	0	0			False
chrIX	399485	399486	chr9_399485_399486	1000	.	False	False	-291.0	249.0	True	True	False	promoter	promoter	True	0	0			False
chrX	83749	83750	chr10_83749_83750	1000	.	True	False	302.0	-70.0	False	True	False	gene end	gene body	True	0	0			False
chrXIII	408397	408398	chr13_408397_408398	1000	.	True	False	689.0	-169.0	False	False	False	gene body	gene body	False	1	1	4.161	-115.229	True
chrX	521899	521900	chr10_521899_521900	974	.	False	False	-148.0	-1963.0	True	False	False	promoter	promoter	False	2	2	2.685	-64.964	True
chrXV	83342	83343	chr15_83342_83343	1000	.	False	False	-422.0	-1556.0	True	False	False	promoter	promoter	False	3	3	4.06	-198.214	True
chrI	124681	124682	chr1_124681_124682	1000	.	False	False	-189.0	73.0	True	True	False	promoter	promoter	True	1	1	2.55	-37.454	True
chrXV	722733	722734	chr15_722733_722734	1000	.	True	False	169.0	125.0	False	True	False	gene end	gene body	True	3	3	5.253	-519.914	True
chrVII	729868	729869	chr7_729868_729869	968	.	False	False	-197.0	164.0	True	True	False	promoter	promoter	True	2	2	2.628	-56.77	True
chrXI	99848	99849	chr11_99848_99849	1000	.	False	False	-822.0	207.0	False	True	False	gene end	gene end	False	1	1	3.635	-125.279	False
chrIV	1127707	1127708	chr4_1127707_1127708	925	.	False	False	-112.0	-1438.0	True	False	False	promoter	promoter	False	3	3	3.24	-38.754	True
chrIV	1277472	1277473	chr4_1277472_1277473	1000	.	False	False	-173.0	-819.0	True	False	False	promoter	promoter	False	2	2	3.708	-325.959	True
chrVI	90463	90464	chr6_90463_90464	768	.	False	False	-118.0	-2617.0	True	False	False	promoter	promoter	False	3	3	2.833	-32.478	True
chrVII	883150	883151	chr7_883150_883151	155	.	True	False	660.0	-339.0	False	False	False	gene body	gene body	False	0	0			False
chrXVI	118131	118132	chr16_118131_118132	1000	.	False	False	-250.0	444.0	True	False	False	promoter	promoter	False	3	3	3.455	-192.188	True
chrXIII	245921	245922	chr13_245921_245922	1000	.	False	False	-7.0	18.0	True	True	False	promoter	promoter	True	1	1	2.937	-77.837	True
chrVII	953665	953666	chr7_953665_953666	1000	.	False	False	-185.0	-981.0	True	False	False	promoter	promoter	False	2	2	2.763	-79.601	True
chrXII	65597	65598	chr12_65597_65598	837	.	False	False	-390.0	177.0	True	True	False	promoter	promoter	True	0	0			False
chrII	478401	478402	chr2_478401_478402	493	.	True	False	731.0	-646.0	False	False	False	gene body	gene body	False	1	1	1.808	-53.85	False
chrIV	497542	497543	chr4_497542_497543	891	.	False	False	-224.0	292.0	True	True	False	promoter	promoter	True	1	1	2.048	-51.816	True
chrXIII	245739	245740	chr13_245739_245740	984	.	True	False	175.0	-164.0	False	False	False	gene body	gene body	False	0	0			False
chrXII	539787	539788	chr12_539787_539788	1000	.	False	False	-198.0	221.0	True	True	False	promoter	promoter	True	3	3	4.446	-94.055	True
chrVII	148231	148232	chr7_148231_148232	420	.	True	False	357.0	-3.0	False	True	False	gene end	gene body	True	0	0			False
chrXI	359919	359920	chr11_359919_359920	1000	.	False	False	-223.0	353.0	True	False	False	promoter	promoter	False	2	2	2.772	-48.45	True
chrVII	141882	141883	chr7_141882_141883	926	.	False	False	-156.0	33.0	True	True	False	promoter	promoter	True	2	2	3.111	-64.759	True
chrXII	838280	838281	chr12_838280_838281	66	.	True	False	-923.0	-215.0	False	False	False	gene body	gene body	False	1	1	0.991	-9.905	False
chrXIII	396694	396695	chr13_396694_396695	1000	.	False	False	-315.0	-1102.0	True	False	False	promoter	promoter	False	1	1	2.573	-96.793	False
chrXV	274475	274476	chr15_274475_274476	1000	.	False	True	-122.0	-464.0	True	False	False	promoter	promoter	False	0	0			False
chrVII	780042	780043	chr7_780042_780043	1000	.	False	True	-356.0	-1337.0	True	False	False	promoter	promoter	False	3	3	3.573	-104.0	True
chrXIII	275914	275915	chr13_275914_275915	1000	.	False	False	-130.0	362.0	True	False	False	promoter	promoter	False	1	1	2.376	-68.133	False
chrXIV	559443	559444	chr14_559443_559444	1000	.	False	False	-370.0	-1036.0	True	False	False	promoter	promoter	False	2	2	4.991	-153.586	True
chrII	477916	477917	chr2_477916_477917	360	.	True	False	246.0	-1131.0	False	False	False	gene body	gene body	False	1	1	1.627	-36.904	False
chrXII	469858	469859	chr12_469858_469859	1000	.	True	False	547.0	-542.0	False	False	False	gene body	gene body	False	2	2	3.985	-98.042	True
chrVII	76599	76600	chr7_76599_76600	1000	.	False	False	-294.0	-1308.0	True	False	False	promoter	promoter	False	1	1	3.328	-102.163	True
chrVII	364281	364282	chr7_364281_364282	629	.	False	False	-365.0	53.0	True	True	False	promoter	promoter	True	0	0			False
chrXII	1027968	1027969	chr12_1027968_1027969	753	.	False	False	-75.0	-1113.0	True	False	False	promoter	promoter	False	1	1	2.358	-19.937	False
chrVI	183226	183227	chr6_183226_183227	1000	.	True	False	-365.0	-96.0	True	True	False	promoter	gene body	True	0	0			False
chrXVI	643664	643665	chr16_643664_643665	1000	.	False	False	-171.0	344.0	True	False	False	promoter	promoter	False	3	3	4.188	-145.146	True
chrXII	826728	826729	chr12_826728_826729	1000	.	False	False	-315.0	248.0	True	True	False	promoter	promoter	True	3	3	4.166	-140.161	True
chrXV	733607	733608	chr15_733607_733608	884	.	False	False	-150.0	-2570.0	True	False	False	promoter	promoter	False	3	3	4.437	-41.255	True
chrII	392477	392478	chr2_392477_392478	1000	.	False	False	-184.0	-673.0	True	False	False	promoter	promoter	False	0	0			False
chrXIV	723314	723315	chr14_723314_723315	1000	.	False	False	-202.0	41.0	True	True	False	promoter	promoter	True	3	3	4.077	-109.697	True
chrXV	436623	436624	chr15_436623_436624	910	.	False	False	-278.0	2282.0	True	False	False	promoter	promoter	False	1	1	2.321	-27.65	True
chrX	683868	683869	chr10_683868_683869	1000	.	False	False	-583.0	-4912.0	False	False	False	other intergenic	other intergenic	False	1	1	2.788	-269.152	False
chrIV	836183	836184	chr4_836183_836184	1000	.	False	False	-237.0	44.0	True	True	False	promoter	promoter	True	3	3	4.325	-369.712	False
chrXV	745479	745480	chr15_745479_745480	854	.	False	False	-198.0	113.0	True	True	False	promoter	promoter	True	3	3	3.481	-92.335	True
chrV	512336	512337	chr5_512336_512337	1000	.	False	False	-407.0	230.0	True	True	False	promoter	promoter	True	3	3	3.38	-103.799	True
chrXIV	668222	668223	chr14_668222_668223	728	.	False	False	0.0	-813.0	True	False	False	promoter	promoter	False	1	2	2.341	-26.8	True
chrXV	592711	592712	chr15_592711_592712	935	.	False	False	-124.0	-1335.0	True	False	False	promoter	promoter	False	3	3	2.948	-48.386	True
chrXIII	668334	668335	chr13_668334_668335	1000	.	False	False	-157.0	129.0	True	True	False	promoter	promoter	True	0	0			False
chrXIV	545085	545086	chr14_545085_545086	1000	.	False	False	-182.0	107.0	True	True	False	promoter	promoter	True	3	3	3.473	-89.677	True
chrXIII	517359	517360	chr13_517359_517360	725	.	False	False	-179.0	72.0	True	True	False	promoter	promoter	True	2	2	2.526	-25.926	True
chrIX	166182	166183	chr9_166182_166183	1000	.	False	False	-232.0	-1262.0	True	False	False	promoter	promoter	False	1	1	2.684	-74.867	True
chrXII	637961	637962	chr12_637961_637962	169	.	True	False	1182.0	1877.0	False	False	False	gene body	gene body	False	1	2	1.471	-17.895	True
